Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
S0009872,C0009872,Louis Dreyfus Company,Soybeans,Brazil,South America,3,Agriculture,74.72,67.12,82.65,74.4,0.9349,251.88,0.66,0.4,1,0,28,38091,0.85,0.056,52.72,1.06,100.0,0.65,64.04,1,4058.0,Low
S0007520,C0007520,Cargill,Soybeans,Malaysia,Asia-Pacific,2,Agriculture,54.99,70.77,26.43,67.76,0.3335,1175.43,0.68,0.42,1,1,8,41468,0.86,0.025,85.23,0.56,93.19,0.68,70.39,0,2403.0,Moderate
S0005864,C0005864,Nestlé,Coffee Beans,USA,North America,2,Food & Beverage,73.02,64.82,64.79,78.73,0.5217,1163.09,0.32,0.7,0,1,10,34112,1.0,0.029,100.0,1.27,84.73,0.18,71.93,4,451.0,Moderate
S0003305,C0003305,Bunge Limited,Sunflower Seeds,USA,North America,2,Agriculture,70.94,60.68,70.14,82.01,0.8513,306.07,0.59,0.5,2,0,19,15353,0.87,0.02,83.89,0.97,93.45,0.48,70.16,0,2918.0,Low
S0007628,C0007628,Tata Steel,Iron Ore,China,Asia-Pacific,1,Metals,60.17,49.05,73.78,57.68,0.5528,998.68,0.64,0.39,2,0,24,19741,0.85,0.05,91.07,1.08,42.87,0.5,79.77,1,10284.0,Moderate
S0007549,C0007549,Cargill,Cocoa,Brazil,South America,3,Agriculture,67.58,57.54,70.71,74.49,0.7686,1488.99,0.9,0.05,0,1,20,28988,0.87,0.032,66.6,0.78,47.2,0.87,71.53,0,6835.0,Low
S0009453,C0009453,Tata Steel,Iron Ore,Japan,Asia-Pacific,2,Metals,47.88,25.27,53.38,64.98,0.509,646.44,0.89,0.42,3,0,34,14849,0.93,0.014,54.3,1.38,65.2,0.56,64.38,0,1840.0,Moderate
S0000913,C0000913,Sime Darby Plantation,Palm Kernel,Japan,Asia-Pacific,1,Agriculture,45.55,60.4,34.34,41.91,0.7215,843.31,0.69,0.67,0,1,12,17081,0.89,0.037,63.67,1.82,92.24,0.8,74.65,1,759.0,Moderate
S0002248,C0002248,Samsung Electronics,Semiconductors,Japan,Asia-Pacific,1,Electronics,62.88,59.56,51.04,78.05,0.867,1229.91,0.47,0.0,0,1,41,38566,0.85,0.015,57.73,0.66,76.69,0.65,80.57,1,11642.0,Moderate
S0000818,C0000818,Wilmar International,Sugar,Indonesia,Asia-Pacific,3,Agriculture,49.64,17.98,79.5,51.43,0.895,1100.47,0.47,0.39,2,1,34,43785,0.89,0.022,100.0,0.69,90.07,0.53,65.29,0,1290.0,Moderate
S0002853,C0002853,Olam International,Spices,India,Asia-Pacific,3,Agriculture,65.69,53.99,81.64,61.44,0.3643,193.01,0.54,0.47,2,0,41,11883,0.98,0.041,54.57,0.58,83.53,0.89,76.38,4,2886.0,Moderate
S0001588,C0001588,Archer Daniels Midland,Wheat,Malaysia,Asia-Pacific,2,Agriculture,65.4,56.54,82.14,57.51,0.5821,1278.58,0.49,0.39,1,1,40,18755,0.84,0.01,82.14,1.32,74.5,0.6,70.57,0,7969.0,Low
S0006897,C0006897,Wilmar International,Palm Oil,China,Asia-Pacific,3,Agriculture,75.87,52.62,74.99,100.0,0.4481,845.13,0.59,0.28,0,1,48,49740,0.92,0.028,81.16,0.61,100.0,0.58,70.68,0,5329.0,Low
S0000976,C0000976,Tata Steel,Iron Ore,Malaysia,Asia-Pacific,1,Metals,83.9,97.28,71.98,82.45,0.144,592.3,0.64,0.66,3,0,21,46457,0.89,0.017,72.2,0.35,71.72,0.45,84.14,2,2814.0,Moderate
S0003068,C0003068,Sime Darby Plantation,Palm Oil,China,Asia-Pacific,1,Agriculture,54.53,31.7,66.21,65.69,0.7102,661.85,0.47,0.59,1,1,24,17972,0.94,0.066,100.0,1.28,75.54,0.35,74.29,1,4429.0,Moderate
S0002352,C0002352,Bunge Limited,Canola,Brazil,South America,1,Agriculture,77.73,60.91,64.79,86.17,0.2067,780.21,0.71,0.35,2,1,44,47390,0.86,0.043,73.69,0.6,90.88,0.7,64.63,0,11928.0,Low
S0003698,C0003698,Wilmar International,Palm Oil,India,Asia-Pacific,2,Agriculture,64.74,59.21,59.23,75.77,0.9225,372.78,0.6,0.72,0,1,24,42199,0.87,0.028,52.68,1.22,57.94,0.58,68.59,0,2249.0,Moderate
S0004570,C0004570,Bunge Limited,Sunflower Seeds,Brazil,South America,3,Agriculture,65.85,43.32,79.84,74.38,0.9024,432.99,0.48,0.55,1,1,33,17063,0.9,0.023,55.42,1.27,72.95,0.26,64.12,1,5288.0,Low
S0007306,C0007306,Sime Darby Plantation,Palm Oil,Indonesia,Asia-Pacific,3,Agriculture,54.23,65.54,55.6,41.55,0.0865,369.67,0.64,0.76,1,0,20,15212,0.88,0.025,100.0,1.13,52.92,0.12,98.05,1,10601.0,Moderate
S0008673,C0008673,Sime Darby Plantation,Palm Oil,Indonesia,Asia-Pacific,3,Agriculture,66.42,65.52,87.86,45.88,0.3303,500.22,0.47,0.67,2,0,15,7748,0.92,0.04,56.61,0.99,73.71,0.38,70.63,0,6984.0,Low
S0000393,C0000393,Olam International,Cocoa,Indonesia,Asia-Pacific,2,Agriculture,55.62,43.97,74.41,48.49,0.4216,730.31,0.84,0.24,3,0,38,1290,0.89,0.046,44.83,0.5,89.41,0.47,63.2,0,5966.0,Moderate
S0001194,C0001194,Olam International,Spices,USA,North America,2,Agriculture,62.58,69.93,64.79,50.33,0.1274,709.59,0.38,0.45,0,0,32,11367,0.93,0.013,56.51,0.96,100.0,0.78,38.22,1,7043.0,Moderate
S0007915,C0007915,Sime Darby Plantation,Palm Kernel,Japan,Asia-Pacific,1,Agriculture,76.07,66.71,81.3,80.2,0.8184,752.92,0.75,0.64,0,0,19,41459,0.84,0.042,84.47,0.32,77.12,0.17,45.26,2,11093.0,Moderate
S0004283,C0004283,Samsung Electronics,Semiconductors,Indonesia,Asia-Pacific,1,Electronics,73.85,64.26,79.85,77.45,0.0788,213.6,0.8,0.65,2,1,6,20958,0.84,0.034,42.23,0.79,67.78,0.37,68.92,0,11669.0,Low
S0004069,C0004069,Foxconn,Electronic Components,Indonesia,Asia-Pacific,2,Electronics,61.72,51.44,80.98,52.74,0.9029,1246.1,0.47,0.16,2,0,30,2954,0.96,0.027,75.45,0.38,48.68,0.65,81.6,1,6415.0,Moderate
S0002390,C0002390,Yara International,Fertilizers,Brazil,South America,1,Chemicals,63.92,49.08,73.05,69.63,0.9916,394.52,0.65,0.38,2,1,11,10207,0.9,0.016,100.0,1.06,83.23,0.32,67.39,1,9761.0,Moderate
S0005234,C0005234,Bunge Limited,Canola,India,Asia-Pacific,3,Agriculture,57.36,60.105000000000004,65.51,43.16,0.5784,552.12,0.65,0.52,0,1,45,7095,0.88,0.032,93.81,1.0,57.79,0.79,78.67,1,9541.0,Moderate
S0005253,C0005253,Olam International,Cocoa,Brazil,South America,3,Agriculture,39.24,35.47,25.6,56.65,0.0902,921.82,0.75,0.58,2,0,17,20799,0.99,0.008,68.95,0.79,75.67,0.55,77.56,0,323.0,High
S0008180,C0008180,Foxconn,Printed Circuit Boards,Brazil,South America,1,Electronics,56.91,71.31,45.85,53.57,0.9866,990.79,0.67,0.53,1,1,17,16111,0.94,0.015,87.7,0.78,86.57,0.44,71.65,1,3551.0,Moderate
S0003063,C0003063,Wilmar International,Soybeans,China,Asia-Pacific,2,Agriculture,58.25,45.8,62.71,66.25,0.9628,111.29,0.7,0.32,2,1,27,49577,0.84,0.007,91.65,0.67,82.73,0.58,72.43,1,3271.0,Moderate
S0003302,C0003302,Nestlé,Cocoa,Japan,Asia-Pacific,2,Agriculture,62.09,46.21,68.86,71.19,0.3754,597.31,0.49,0.45,1,0,27,38661,0.91,0.028,83.05,0.66,72.44,0.82,68.64,2,8212.0,Moderate
S0004932,C0004932,Bunge Limited,Canola,Brazil,South America,3,Agriculture,69.69,60.26,84.54,64.28,0.6371,1434.15,0.59,0.73,1,1,46,40198,0.89,0.05,81.21,0.5,72.81,0.27,69.46,0,806.0,Low
S0003502,C0003502,Nestlé,Milk Powder,China,Asia-Pacific,3,Food & Beverage,58.64,56.34,52.67,66.92,0.0966,1418.83,0.56,0.23,3,1,37,22777,0.85,0.029,84.5,1.28,79.4,0.14,76.87,1,1292.0,Moderate
S0002506,C0002506,Nestlé,Milk Powder,Malaysia,Asia-Pacific,2,Food & Beverage,48.38,55.38,44.12,45.65,0.8413,1178.78,0.85,0.2,0,0,32,46476,0.97,0.001,70.36,1.1,78.62,0.23,66.28,1,5923.0,Moderate
S0004293,C0004293,Syngenta,Seeds,Indonesia,Asia-Pacific,1,Agriculture,58.72,71.72,56.11,48.34,0.2116,1373.31,0.4,0.63,0,0,13,47581,0.88,0.025,74.87,0.56,97.81,0.76,65.97,1,823.0,Moderate
S0000239,C0000239,Tata Steel,Steel Billets,Brazil,South America,3,Metals,54.88,26.88,64.52,73.25,0.1827,733.89,0.62,0.45,0,0,10,3479,0.86,0.0,93.89,1.38,75.77,0.26,81.23,2,10559.0,Moderate
S0006009,C0006009,Syngenta,Seeds,Malaysia,Asia-Pacific,1,Agriculture,58.59,61.76,55.72,58.29,0.6754,661.85,0.55,0.41,2,0,26,6938,0.88,0.024,39.06,1.24,62.04,0.73,59.87,2,9959.0,Moderate
S0005216,C0005216,Yara International,Fertilizers,India,Asia-Pacific,1,Chemicals,70.39,52.28,63.18,95.71,0.6805,1260.31,0.68,0.0,0,0,49,26584,0.78,0.03,87.97,0.79,74.69,0.37,78.92,1,5452.0,Low
S0006621,C0006621,Foxconn,Printed Circuit Boards,Brazil,South America,1,Electronics,56.9,38.39,57.95,74.36,0.509,1486.09,0.68,0.11,3,0,41,9649,0.92,0.005,94.6,1.5,59.53,0.26,56.45,1,10433.0,Moderate
S0007580,C0007580,Wilmar International,Sugar,Indonesia,Asia-Pacific,3,Agriculture,63.71,57.92,63.54,69.68,0.3894,1287.97,0.9,0.23,0,0,37,24543,0.92,0.038,65.7,1.64,96.38,0.89,87.66,1,11763.0,Moderate
S0005196,C0005196,Sime Darby Plantation,Palm Oil,Indonesia,Asia-Pacific,1,Agriculture,46.85,37.59,64.79,44.57,0.8837,310.99,0.49,0.38,3,1,30,38930,0.82,0.036,49.0,0.85,64.85,0.19,86.82,0,11821.0,Moderate
S0004495,C0004495,Wilmar International,Soybeans,Brazil,South America,1,Agriculture,69.81,72.79,67.0,69.64,0.1559,1383.42,0.54,0.27,3,0,18,6184,0.92,0.0,79.87,1.41,85.73,0.79,45.17,2,11794.0,Moderate
S0003402,C0003402,Louis Dreyfus Company,Rice,China,Asia-Pacific,2,Agriculture,57.61,31.4,63.08,78.36,0.1861,397.01,0.57,0.53,0,0,13,41984,0.86,0.012,93.5,0.2,55.47,0.46,95.99,0,6002.0,Moderate
S0008483,C0008483,Tata Steel,Steel Billets,Brazil,South America,2,Metals,69.6,74.92,75.65,58.22,0.7687,1359.29,0.42,0.38,2,0,25,11078,0.9,0.016,100.0,1.29,65.12,0.24,84.71,0,4453.0,Low
S0008126,C0008126,Nestlé,Cocoa,Japan,Asia-Pacific,1,Agriculture,65.45,56.88,70.94,68.53,0.2659,634.9,0.61,0.48,1,1,27,1060,0.99,0.018,82.95,1.23,47.32,0.67,73.75,0,11101.0,Low
S0009553,C0009553,Bunge Limited,Sunflower Seeds,Indonesia,Asia-Pacific,3,Agriculture,66.29,83.12,45.27,70.48,0.4892,1479.27,0.68,0.48,1,1,9,41375,0.86,0.027,69.5,1.22,74.4,0.67,69.61,2,3052.0,Moderate
S0000335,C0000335,Samsung Electronics,Semiconductors,Japan,Asia-Pacific,2,Electronics,71.43,96.77,69.35,48.18,0.9341,1099.13,0.46,0.4,1,1,15,9599,0.95,0.031,63.3,2.04,84.4,0.39,68.62,1,4455.0,Low
S0006017,C0006017,Nestlé,Milk Powder,Indonesia,Asia-Pacific,2,Food & Beverage,56.62,40.95,69.11,59.8,0.2372,116.02,0.54,0.45,0,1,9,49417,0.91,0.046,84.74,0.95,71.11,0.57,73.88,0,8568.0,Moderate
S0000168,C0000168,Cargill,Cocoa,USA,North America,2,Agriculture,57.48,77.43,49.88,45.13,0.2575,780.21,0.28,0.51,0,0,38,14598,0.95,0.023,56.64,1.4,57.82,0.5,53.64,2,6213.0,Moderate
S0006096,C0006096,Archer Daniels Midland,Wheat,India,Asia-Pacific,3,Agriculture,43.64,37.68,41.2,52.03,0.6211,1129.96,0.51,0.47,2,0,21,19601,0.92,0.043,39.54,0.2,73.66,0.78,63.69,2,2387.0,Moderate
S0008041,C0008041,Wilmar International,Soybeans,Brazil,South America,1,Agriculture,60.65,60.89,48.68,72.39,0.6623,1167.8,0.54,0.0,3,0,46,17592,0.99,0.034,78.74,0.91,90.67,0.16,65.01,1,3099.0,Moderate
S0006579,C0006579,Olam International,Cocoa,India,Asia-Pacific,2,Agriculture,67.95,59.95,67.33,76.58,0.7158,940.6,0.46,0.24,1,1,35,31861,0.96,0.033,82.39,0.47,84.77,0.46,49.65,0,6315.0,Low
S0006590,C0006590,Yara International,Ammonia,USA,North America,3,Chemicals,55.19,39.46,78.98,47.14,0.5327,553.57,0.67,0.42,1,1,9,23646,0.93,0.041,62.46,1.04,54.38,0.23,81.87,0,11348.0,Moderate
S0003728,C0003728,Cargill,Soybeans,Brazil,South America,3,Agriculture,68.13,64.29,52.4,87.71,0.4829,429.78,0.7,0.5,2,0,45,27453,0.88,0.023,44.82,0.63,99.46,0.73,72.44,0,4135.0,Low
S0007846,C0007846,Samsung Electronics,LCD Panels,Indonesia,Asia-Pacific,3,Electronics,53.2,49.24,52.77,57.58,0.9609,1127.94,0.78,0.2,2,1,16,44858,0.84,0.023,52.75,1.69,70.01,0.5,60.75,1,5122.0,Moderate
S0002135,C0002135,Foxconn,Printed Circuit Boards,Malaysia,Asia-Pacific,2,Electronics,58.77,48.02,65.62,62.67,0.9281,1100.19,0.62,0.21,0,1,20,20951,0.86,0.029,69.57,0.57,91.22,0.28,80.56,2,8849.0,Moderate
S0003086,C0003086,Louis Dreyfus Company,Rice,Indonesia,Asia-Pacific,3,Agriculture,69.36,43.16,64.92,100.0,0.0329,1419.78,0.64,0.27,0,1,35,46430,0.93,0.041,82.13,1.31,89.04,0.83,68.46,1,2020.0,Low
S0000219,C0000219,Bunge Limited,Sunflower Seeds,China,Asia-Pacific,1,Agriculture,66.65,43.72,82.59,73.65,0.3493,780.21,0.89,0.45,0,1,10,28720,0.93,0.027,52.54,1.35,85.82,0.19,54.43,0,9920.0,Low
S0006129,C0006129,Tata Steel,Iron Ore,China,Asia-Pacific,2,Metals,49.88,47.64,64.88,37.12,0.3465,349.67,0.73,0.34,2,0,24,13030,0.88,0.026,85.37,1.49,97.92,0.24,64.13,0,395.0,Moderate
S0001833,C0001833,Nestlé,Milk Powder,Japan,Asia-Pacific,3,Food & Beverage,62.58,60.105000000000004,50.35,81.05,0.537,1431.71,0.76,0.59,1,0,6,43059,0.89,0.019,93.8,1.13,64.74,0.21,70.04,3,8159.0,Moderate
S0000309,C0000309,Foxconn,Printed Circuit Boards,Indonesia,Asia-Pacific,1,Electronics,73.21,89.43,84.68,45.53,0.1026,74.17,0.56,0.33,2,1,31,3496,0.92,0.04,53.22,1.03,44.7,0.5,66.81,1,9266.0,Low
S0009017,C0009017,Olam International,Cocoa,Malaysia,Asia-Pacific,3,Agriculture,45.39,24.52,80.36,31.3,0.5226,339.84,0.20000000000000007,0.49,2,0,17,49926,0.92,0.04,59.83,1.48,88.6,0.46,70.41,1,3304.0,Moderate
S0000437,C0000437,Louis Dreyfus Company,Wheat,China,Asia-Pacific,2,Agriculture,61.77,37.16,91.8,56.34,0.9812,939.88,0.69,0.51,1,0,26,47485,0.87,0.05,38.41,0.58,94.39,0.19,71.75,2,2957.0,Moderate
S0006277,C0006277,Wilmar International,Palm Oil,India,Asia-Pacific,2,Agriculture,49.97,57.98,87.93,20.020000000000003,0.9828,1101.31,0.46,0.4,1,1,16,29530,0.96,0.037,74.71,0.89,53.98,0.38,71.51,1,5647.0,Moderate
S0004819,C0004819,Foxconn,Electronic Components,China,Asia-Pacific,2,Electronics,59.29,53.85,49.64,74.38,0.4505,1007.33,0.6,0.4,3,0,9,1285,0.89,0.022,86.16,1.0,77.39,0.83,41.21,2,10355.0,Moderate
S0003174,C0003174,Cargill,Corn,Malaysia,Asia-Pacific,1,Agriculture,55.95,39.08,64.79,58.87,0.7832,253.93,0.7,0.0,2,0,43,31327,0.79,0.015,66.92,1.03,49.45,0.17,67.54,1,11160.0,Moderate
S0005366,C0005366,Samsung Electronics,LCD Panels,Japan,Asia-Pacific,1,Electronics,42.05,31.46,50.86,43.83,0.2088,372.99,0.59,0.55,3,0,47,32240,0.96,0.059,66.33,0.9,77.31,0.51,64.24,0,1146.0,Moderate
S0006888,C0006888,Tata Steel,Steel Billets,China,Asia-Pacific,2,Metals,75.46,77.85,48.52,100.0,0.5935,210.7,0.55,0.63,3,0,36,25274,0.9,0.02,100.0,0.67,82.0,0.28,64.62,0,4039.0,Low
S0005903,C0005903,Wilmar International,Soybeans,USA,North America,3,Agriculture,77.3,68.42,77.03,86.46,0.128,1317.89,0.64,0.29,2,1,13,18201,0.83,0.023,75.95,1.21,70.19,0.13,88.12,1,7922.0,Low
S0001716,C0001716,Foxconn,Electronic Components,India,Asia-Pacific,3,Electronics,74.66,94.42,57.32,72.23,0.0354,365.72,0.85,0.37,1,0,21,48959,0.88,0.026,100.0,1.34,96.72,0.88,73.76,1,3043.0,Low
S0001386,C0001386,Nestlé,Coffee Beans,India,Asia-Pacific,1,Food & Beverage,61.5,51.26,64.79,65.32,0.7347,265.71,0.65,0.6,1,1,8,38370,0.94,0.033,53.62,0.68,99.86,0.46,71.05,1,7080.0,Moderate
S0001503,C0001503,Yara International,Ammonia,Indonesia,Asia-Pacific,3,Chemicals,62.58,27.87,59.26,48.62,0.3392,562.04,0.49,0.42,2,0,11,2833,0.94,0.018,29.44,1.04,82.04,0.27,57.94,0,8186.0,Moderate
S0007833,C0007833,Wilmar International,Soybeans,China,Asia-Pacific,2,Agriculture,57.49,39.15,55.26,78.06,0.4123,315.94,0.66,0.28,1,1,22,27246,0.87,0.021,94.53,0.68,92.71,0.7,80.29,1,6195.0,Moderate
S0008651,C0008651,Samsung Electronics,Semiconductors,India,Asia-Pacific,2,Electronics,72.73,55.96,75.06,87.16,0.7489,506.24,0.46,0.5,1,0,29,37265,0.92,0.029,57.83,0.51,86.7,0.63,61.62,1,4494.0,Low
S0004777,C0004777,Olam International,Cashew Nuts,Brazil,South America,2,Agriculture,53.77,53.17,48.34,59.8,0.7444,176.25,0.73,0.36,1,0,23,12495,0.84,0.028,61.09,1.3,93.53,0.38,61.95,1,8948.0,Moderate
S0005968,C0005968,Tata Steel,Iron Ore,China,Asia-Pacific,1,Metals,53.51,51.17,55.45,53.91,0.876,503.15,0.67,0.58,2,0,46,28143,0.9,0.009,95.09,1.0,41.97,0.86,66.71,1,3216.0,Moderate
S0008057,C0008057,Nestlé,Milk Powder,China,Asia-Pacific,3,Food & Beverage,69.99,59.6,53.99,96.38,0.9144,1222.31,0.34,0.25,2,0,44,18945,0.93,0.026,84.96,0.8,74.08,0.62,62.33,0,9107.0,Low
S0003714,C0003714,Yara International,Fertilizers,Malaysia,Asia-Pacific,3,Chemicals,56.19,79.16,62.89,26.51,0.5344,566.1,0.51,0.72,0,1,22,9437,0.97,0.031,59.5,0.62,98.58,0.44,71.51,0,9069.0,Moderate
S0008550,C0008550,Nestlé,Cocoa,Malaysia,Asia-Pacific,2,Agriculture,62.58,77.27,33.75,89.45,0.1566,216.36,0.73,0.22,1,0,12,2389,0.85,0.035,35.86,0.84,59.52,0.42,60.63,0,4454.0,Low
S0008236,C0008236,Archer Daniels Midland,Soybeans,Indonesia,Asia-Pacific,1,Agriculture,52.96,47.62,47.23,64.04,0.2149,747.09,0.37,0.49,3,1,36,15432,0.92,0.022,52.35,1.32,61.77,0.6,78.81,1,5386.0,Moderate
S0005543,C0005543,Samsung Electronics,Semiconductors,Japan,Asia-Pacific,2,Electronics,72.93,78.0,62.81,77.99,0.9048,818.41,0.67,0.75,0,1,38,14639,0.95,0.029,60.24,1.21,77.31,0.35,58.59,2,596.0,Moderate
S0004192,C0004192,Syngenta,Seeds,Malaysia,Asia-Pacific,2,Agriculture,62.07,57.82,75.18,53.22,0.998,754.72,0.67,0.4,1,1,18,46748,0.82,0.019,93.31,0.99,68.69,0.46,52.3,3,5503.0,Moderate
S0009809,C0009809,Wilmar International,Soybeans,China,Asia-Pacific,3,Agriculture,53.49,63.0,64.79,45.86,0.091,780.21,0.56,0.37,0,0,35,24706,0.79,0.011,69.76,1.88,54.38,0.58,63.96,0,7912.0,Moderate
S0004964,C0004964,Olam International,Cashew Nuts,India,Asia-Pacific,1,Agriculture,74.35,73.59,61.27,88.19,0.3286,1447.52,0.57,0.45,2,1,34,46867,0.95,0.042,75.23,0.93,77.55,0.73,95.93,3,8623.0,Moderate
S0005226,C0005226,Samsung Electronics,LCD Panels,Japan,Asia-Pacific,3,Electronics,55.51,83.77,63.01,20.020000000000003,0.7043,1449.11,0.71,0.31,1,0,18,37483,0.93,0.033,50.22,0.93,74.53,0.52,72.21,3,11469.0,Moderate
S0003082,C0003082,Cargill,Cocoa,Brazil,South America,1,Agriculture,64.53,40.94,87.93,64.73,0.711,878.64,0.45,0.5,0,0,38,20689,0.85,0.024,96.76,0.66,91.36,0.5,62.71,4,5530.0,Moderate
S0007596,C0007596,Foxconn,Printed Circuit Boards,China,Asia-Pacific,3,Electronics,61.13,59.82,57.63,65.94,0.3422,1300.57,0.59,0.76,3,0,21,49290,0.9,0.011,74.46,0.69,83.74,0.11,85.23,1,4798.0,Moderate
S9000186,C9000186,Olam International,Cashew Nuts,China,Asia-Pacific,1,Agriculture,62.05,44.96,97.18,44.0,0.7395,1301.06,0.65,0.36,0,1,5,28028,0.89,0.031,67.06,1.39,100.0,0.29,87.51,2,8081.0,Moderate
S0009514,C0009514,Olam International,Cocoa,Japan,Asia-Pacific,1,Agriculture,61.6,50.12,59.91,74.78,0.2021,341.66,0.6,0.3,1,1,45,28918,0.92,0.011,96.47,0.92,69.27,0.15,74.24,1,1548.0,Moderate
S0006163,C0006163,Yara International,Ammonia,Malaysia,Asia-Pacific,1,Chemicals,48.74,58.47,53.07,34.67,0.5704,189.18,0.7,0.57,0,1,32,44542,1.0,0.029,47.77,1.06,47.71,0.55,72.21,1,2659.0,Moderate
S0002746,C0002746,Cargill,Corn,China,Asia-Pacific,2,Agriculture,37.58,32.84,25.123750000000005,57.59,0.5503,1041.29,0.42,0.29,0,0,23,11188,0.88,0.047,39.82,1.42,74.69,0.27,96.91,1,10072.0,High
S0008109,C0008109,Bunge Limited,Soybeans,Japan,Asia-Pacific,2,Agriculture,62.58,71.62,77.02,60.43,0.0276,1319.11,0.84,0.57,0,0,40,28996,0.91,0.04,49.91,1.46,55.52,0.43,68.91,0,7217.0,Low
S0008158,C0008158,Archer Daniels Midland,Wheat,Malaysia,Asia-Pacific,3,Agriculture,65.79,76.48,65.38,55.5,0.9751,921.37,0.49,0.63,3,1,32,44603,0.9,0.027,68.85,0.94,86.92,0.79,68.04,2,6067.0,Moderate
S0007402,C0007402,Olam International,Cocoa,Brazil,South America,3,Agriculture,60.78,59.81,58.19,64.34,0.2932,1212.21,0.79,0.22,0,1,38,4732,0.9,0.023,66.66,1.76,65.37,0.51,50.56,1,5119.0,Moderate
S0003973,C0003973,Olam International,Cocoa,USA,North America,3,Agriculture,44.65,40.83,45.75,47.36,0.0841,968.48,0.36,0.13,0,0,41,19314,1.0,0.03,71.03,1.62,85.16,0.45,84.37,3,205.0,Moderate
S0005159,C0005159,Archer Daniels Midland,Soybeans,Malaysia,Asia-Pacific,1,Agriculture,63.81,41.77,79.85,69.82,0.1972,1316.85,0.56,0.7,2,1,17,23976,0.91,0.028,53.04,1.35,33.99875000000002,0.6,57.78,1,11877.0,Moderate
S0005623,C0005623,Wilmar International,Sugar,Japan,Asia-Pacific,2,Agriculture,63.43,72.49,58.11,59.69,0.8358,199.63,0.72,0.49,3,1,28,39831,0.83,0.013,86.36,1.07,83.69,0.84,72.31,0,4445.0,Moderate
S0006462,C0006462,Bunge Limited,Soybeans,Brazil,South America,2,Agriculture,59.76,54.71,61.77,62.8,0.2833,166.52,0.36,0.02,0,1,26,37291,0.92,0.024,82.73,1.21,71.7,0.84,70.25,3,7950.0,Moderate
S0008418,C0008418,Louis Dreyfus Company,Rice,India,Asia-Pacific,3,Agriculture,45.35,52.77,36.88,46.41,0.289,1484.53,0.56,0.35,2,0,24,18334,0.93,0.021,49.72,1.06,75.38,0.78,47.61,0,2270.0,Moderate
S0003930,C0003930,Cargill,Cocoa,Brazil,South America,2,Agriculture,62.58,86.42,56.69,55.72,0.4484,1097.66,0.55,0.44,0,1,39,43305,0.7799999999999999,0.018,34.19,1.0,100.0,0.58,38.22,1,2801.0,Low
S0007292,C0007292,Louis Dreyfus Company,Wheat,China,Asia-Pacific,3,Agriculture,63.27,47.55,71.97,70.28,0.1246,775.41,0.63,0.83,1,1,14,11267,0.95,0.04,69.76,0.98,69.97,0.14,56.91,1,6903.0,Moderate
S0009713,C0009713,Bunge Limited,Sunflower Seeds,Japan,Asia-Pacific,3,Agriculture,71.24,95.46,56.82,61.43,0.3615,1451.29,0.63,0.65,0,1,40,2421,0.82,0.019,36.56,0.79,68.66,0.88,60.89,0,10754.0,Low
S0001966,C0001966,Samsung Electronics,LCD Panels,India,Asia-Pacific,3,Electronics,39.41,34.29,40.59,43.34,0.8484,1099.53,0.64,0.02,3,0,36,31968,0.85,0.036,100.0,1.49,98.66,0.22,74.08,1,9238.0,High
S0004144,C0004144,Tata Steel,Steel Billets,Japan,Asia-Pacific,1,Metals,74.0,77.34,53.11,91.55,0.6646,278.53,0.47,0.35,2,0,17,8506,0.9,0.03,100.0,1.57,63.76,0.37,70.51,0,5455.0,Low
S0004299,C0004299,Bunge Limited,Canola,China,Asia-Pacific,3,Agriculture,75.56,73.28,94.9,58.51,0.9561,173.83,0.61,0.18,3,1,34,46167,0.85,0.043,93.88,1.47,59.5,0.84,73.27,1,9575.0,Low
S0009502,C0009502,Wilmar International,Palm Oil,Brazil,South America,1,Agriculture,45.06,34.23,62.99,37.97,0.0323,1059.28,0.68,0.53,2,0,45,9126,0.89,0.038,88.74,0.86,100.0,0.72,77.79,1,522.0,Moderate
S0008129,C0008129,Archer Daniels Midland,Wheat,India,Asia-Pacific,2,Agriculture,59.43,64.94,62.07,51.27,0.5992,819.74,0.57,0.14,2,1,29,14988,0.89,0.032,100.0,0.81,82.39,0.88,68.48,2,11360.0,Moderate
S0004385,C0004385,Yara International,Fertilizers,USA,North America,1,Chemicals,60.31,52.22,70.96,57.74,0.8406,1110.08,0.91,0.5,1,1,20,11810,0.85,0.022,60.31,1.48,90.06,0.73,66.14,1,5527.0,Moderate
S0009870,C0009870,Wilmar International,Sugar,USA,North America,3,Agriculture,77.55,85.24,61.11,86.3,0.4318,847.42,0.77,0.48,2,0,7,41419,0.98,0.026,94.19,1.14,57.82,0.76,66.98,2,9186.0,Moderate
