SC_ID,Year,Month,Country,Region,Industry_Sector,Supplier_Tier,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0023666,2019.0,JAN,INDONESIA,EAP,Agriculture & Agribusiness,2,75.15115615790697,84.22018213665235,76.03833714988671,83.45560366412597,0.06567932083316742,1.4301975238019398,0.8335606884801342,2.087971874333305,180.69545730949537,0.6978614470824682,0.5159962427410105,3,1,BRCGS,19.07167394224662,260.8364345396889,0.9950082301584141,0.011159808201321541,0.0,79.29407750661719,0.35987790739929654,62.44144385592465,14747.85,1.0791526157508793,1.0253363987870083,49436.740320684374,10869.299398826824,572.6230945559947,Low
SC0023667,2022.1461653538117,APR,CHINA,EAP,Chemicals & Petrochemicals,1,82.53176543324209,76.85016196466947,85.24694724300485,84.83930008601992,0.10521043383870626,1.2600171734945274,1.115041826966749,2.813935015556568,140.50017173494527,0.5662836142183701,0.5027684252331714,3,1,BRCGS,37.14616535381184,20844.6244734185,0.9120550314426192,0.0039001495995538843,0.0,92.02139662403697,0.4838493466595717,61.651185198905125,14177.97,1.1618595591443641,0.9912866062094479,33053.62564902172,20298.576204409972,3856.8782286344303,Low
SC0023668,2024.7389182056809,MAR,KAZAKHSTAN,ECA,Agriculture & Agribusiness,2,91.863232849207,97.21693337653346,87.29891424814876,90.93178100215516,0.08284977572419314,0.8902155673574299,0.22211754621739777,0.9798442612497251,146.14245977057115,0.7451134564544647,0.48566246702448074,3,1,SA8000; Fairtrade,55.90890501077577,17621.137862801173,0.8738743403721818,0.0,0.0,75.11344459126327,0.4527515171322385,64.35634037030286,7856.88,1.2987808047482867,1.1555888522311555,25657.394260733017,6723.469656885496,4574.084168838416,Low
SC0023669,2023.2584003148993,FEB,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Industrial Manufacturing & Construction,1,80.38246540445097,75.93421662664966,84.69273025782815,73.00908155875165,0.05150925018699305,1.1877020684906023,0.7391575965361075,2.807092372366721,84.01985902773971,0.6842931875614768,0.6895456579414752,3,1,BRCGS,23.10080377879186,22899.914484548743,0.914582817162013,0.0,0.6292001574496608,94.13422584531003,0.3110011859869802,67.25324416847114,18424.11,1.2641888258217444,1.2341504806142263,43612.95256052079,14702.06522928391,1147.5789950801297,Low
SC0023670,2019.9528914725877,FEB,INDONESIA,EAP,Agriculture & Agribusiness,1,90.33185027213285,82.2694607767986,97.78929178359664,90.68993821604144,0.05817805387494495,1.1673983100679803,0.5174346976710519,1.6138931084550279,211.36449048439812,0.49335769763485965,0.7421179301677487,3,1,BRCGS,27.288011626644458,8174.080041858929,0.9654764457362938,0.018324399229716,0.0,84.68296778985179,0.5550160813865112,53.96965383425922,9333.57,0.7526981782510869,1.1575898333755577,61110.37828113862,8818.3994457001,530.9678372269776,Low
SC0023671,2022.8295024782121,OCT,IVORY COAST,SSA,Pharmaceuticals & Healthcare,2,92.21052377204255,82.99496658522744,97.43230732187432,97.76477748936071,0.10525766660402111,2.896123663995183,0.8979231871464293,4.521863263722513,252.93421366647792,0.7067433816446642,0.654015421296058,3,1,BRCGS,22.068955392182097,19111.77450024849,0.9310096016066963,0.00034099504357578846,0.0,82.17497228161174,0.3170343308827315,68.5756939583226,9954.48,0.8933561227129145,0.8258140811821542,32965.26941462593,18263.9871861144,4434.8719844490515,Low
SC0023672,2023.852147983852,FEB,CAMEROON,SSA,Agriculture & Agribusiness,1,86.72569585058406,86.78022086677908,81.45607531028462,85.71730446345545,0.15323488229591678,1.4597332963667022,0.7433027495892477,1.311890225789768,153.39250871497177,0.656133892738106,0.5232906903253107,3,1,BRCGS,21.034964113035937,5255.481502018499,0.9624945112894884,0.0,0.0,76.25779237900761,0.2352207620992388,81.59674477397515,11383.34,0.8755315072524907,0.8594385423414587,63999.263880768165,7592.950549265477,3902.5663395296656,Low
SC0023673,2021.1320888682608,JUN,UNITED ARAB EMIRATES,MENA-AP,Agriculture & Agribusiness,2,67.72621128831787,94.77398809683821,89.82559299264848,93.1727524102939,0.12972965415639653,2.0547402888831847,0.571737952316936,2.4471873797787085,113.69724501350021,0.6778693311673776,0.8791601925887895,3,1,RSPO; BRCGS,25.67911131739261,2463.4148175475266,0.9665082684613158,0.030376889610874147,0.0,89.6577031614438,0.24009546493390205,79.7675164916829,12077.18,0.8573912964800482,1.1000373339521778,34097.01878300944,9750.079547549643,4415.246930796071,Low
SC0023674,2020.0073460831634,JUN,GHANA,SSA,Food & Beverage Processing,1,83.00579795733455,79.81156133125998,88.68319339916935,80.68522232176157,0.0791295708706102,1.8157137751748542,0.727730332720749,2.9779099816224717,215.93588462359736,0.7042078281263671,0.417458527643705,3,1,FSSC 22000,36.95592350101988,16509.825757914772,0.9423504741940478,0.029933885251529825,0.0,91.98111784208793,0.20831160598043796,66.46812889580005,17544.64,0.9195267801899683,1.1279601990966062,50122.861514092794,12868.267372498342,2080.1901809075716,Low
SC0023675,2023.8046357439443,AUG,PERU,LAC,"Consumer Goods, Retail & Logistics",1,88.86885755934176,91.37299657837212,88.26122518373728,87.2880794013831,0.07229238390657156,1.4563907391697026,0.5481821253634096,1.2512533163841562,206.73534882648693,0.6703708595155508,0.5309751664186972,3,0,BRCGS,37.690397006915504,17653.837748961945,0.8948956957612514,0.0,0.0,76.87923844394511,0.3158791364878524,71.21397363944821,21708.52,1.2908394038235274,1.0682334420588,22033.779732888295,5919.986739792171,4370.410592179876,Low
SC0023676,2022.0,JUN,GHANA,SSA,Metals & Mining (Primary),1,74.73458203468658,75.11844734626702,76.74305283687785,74.72196300389929,0.02632520130325558,2.4779419417649478,0.7642779591416888,3.1232251479654476,197.26300496107962,0.8081826381168805,0.3573473340573642,3,1,SA8000,24.797074114298013,22387.73681487928,0.9577550719422053,0.015246814171231811,0.0,82.21225559246948,0.13493062508432468,86.35840454723353,17544.64,0.9687531858287681,1.2042482408056814,51387.26913264595,10491.70970882474,652.4478057460096,Low
SC0023677,2019.6082106970732,MAY,NAMIBIA,SSA,"Consumer Goods, Retail & Logistics",1,94.57202171858565,100.0,96.78496671023919,88.3038156896687,0.031001766458223112,2.4402393434816525,0.974968085882187,0.8688625900083194,34.90359752651758,0.5284718816738969,0.6264181264370822,3,1,LEED,25.654841166097164,10775.168365674344,0.8991231604560986,0.00456158022804932,0.0,82.99844778088843,0.2022929513812212,90.16937105395633,32874.75,1.249038572069975,1.2444906272246323,26654.817949335167,13931.567796168472,1844.3862123192691,Low
SC0023678,2024.4627477279967,AUG,BOLIVIA,LAC,"Consumer Goods, Retail & Logistics",1,82.26550960818514,78.02010281409882,86.85673968032688,82.08907166376326,0.08425645954241402,1.3621654001911185,0.49072932497611016,1.2767559974890985,206.9982231165274,0.7059418865590985,0.4127252272003339,3,0,BRCGS,9.686261360016694,15856.183951093439,0.92716472955197,0.007835270448030049,0.0,85.01182535874257,0.4347730592313523,77.49478468191953,16905.36,1.2569959022242236,1.014393011598915,15166.420729626661,11606.6694953813,3438.982790375977,Low
SC0023679,2022.4655518422835,AUG,NEPAL,SA,1,1,85.2739130532497,74.74026089081812,95.29238126825345,83.10445486127104,0.014621739215934945,0.8723812724673812,1.2226735786902136,3.9798066858560786,29.83329778705675,0.6117377923499366,0.43756655498757796,3,1,ISO 14001,22.396655526850708,17848.86286367814,0.99348227420803,0.039034113682308594,0.0,97.60706353066246,0.23982876263764136,92.47081602166995,13210.52,0.9871036789485571,0.9779036795104153,2342.0053516065254,9057.446819814799,1308.296321332372,Low
SC0023680,2021.7816350423293,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,68.28564979796637,93.02909971780524,86.73554634667867,91.06068619334387,0.09995669560224027,1.8575098466150117,0.7375502301025723,2.42977677836327,106.72763657467371,0.6025113766701019,0.9544591239417697,3,1,SA8000; RSPO; Fairtrade,22.831279774244194,1275.9469358441288,0.9542904037160138,0.027183649576707866,0.0,90.62354618485105,0.2386401655220603,77.35251550283543,13165.96,0.9794736939789461,1.0750795034338192,33871.73036745533,9027.024097795318,3730.180948780303,Low
SC0023681,2021.0767606162717,JAN,NAMIBIA,SSA,Agriculture & Agribusiness,1,99.64613355898695,99.03358384113788,100.0,95.75067583630926,0.1015369019162094,1.3952732506496242,0.826825358882792,1.6019318375495408,101.71397150965919,0.4382732506496242,0.7631527922010637,3,1,BRCGS,18.460563697630874,5310.0240360105845,0.9135521082331678,0.014309154453553689,0.0,93.99737963218215,0.24912395339401344,92.53486486378762,12077.18,0.7830366328354095,1.184897166490651,22356.575039682404,17654.960022431085,1747.2365427082414,Low
SC0023682,2022.3687290775388,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,69.99115797025046,89.1151394830741,83.91553799755489,87.5009393598559,0.0736353130236734,1.6025153373222785,0.8776700065059468,2.40707580900183,124.40699495495424,0.5563266459002745,0.9397817730615279,3,1,BRCGS,19.700111586459286,940.9119397511438,0.9364818846479872,0.02131270922461117,0.0,91.10692027384034,0.2458809919563129,75.31138524042315,12259.54,1.0346605332886551,1.0533570241310612,33142.950971748396,8094.914467894099,3227.8241526525617,Low
SC0023683,2022.6193538533025,JUL,ETHIOPIA,SSA,"Consumer Goods, Retail & Logistics",1,92.84960956269562,91.45450928045267,98.27884090713533,87.6726366769349,0.09893742152273441,1.0377603758647596,0.4463287405775527,3.077843519602036,167.71491209599458,0.6150003054762118,0.4951165202388905,3,1,BRCGS,36.71612311981526,12198.114213248396,0.9002840296182906,0.006090338347159318,0.0,77.58006583657459,0.24014209117819826,64.48687650156495,20323.39,0.6782068585860499,0.9089154816197705,42153.578919561005,2362.1134495578667,2838.1275333014205,Low
SC0023684,2023.681683333795,MAR,INDONESIA,EAP,Food & Beverage Processing,1,88.75539786623827,87.98217426669252,84.09164003176473,87.67135150004155,0.1650004593442093,1.4702085266997194,0.7831556533606618,1.4373525766734063,143.65568113318008,0.6651820900301906,0.5032732666648202,3,1,BRCGS,20.190989999723023,5256.035336639061,0.9687453466670359,0.002228216663435266,0.0,76.7912354661718,0.23567196997147136,80.79484783696635,24187.59,0.8990097133623236,0.8674761232905864,63364.492009529415,7137.872123179795,3592.8953536293297,Low
SC0023685,2024.7435323608524,JUN,NAMIBIA,SSA,"Consumer Goods, Retail & Logistics",1,78.60697341264945,63.8827540041735,84.82147300996643,84.3930820875233,0.07928211888302468,1.2335893383854426,0.3528616059107677,1.9400383135526302,26.61667129253705,0.6716827947410146,0.023552278195059555,3,1,BRCGS,27.085489213049218,14924.000089599245,0.9282902157390157,0.0,0.0,85.32317250058608,0.02048030614180657,78.7174460652461,12259.54,0.47598420011382264,1.3566827947410145,30408.415182267698,10916.59609696534,512.2012800365834,Low
SC0023686,2022.8182908437482,JUN,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Metals & Mining (Primary),1,78.41957716311641,75.05839877905868,81.5371453496737,70.83053967655297,0.03727170879525021,1.0919782585152062,0.7439988007187712,3.404761034190115,90.96918757721791,0.701677511671951,0.6085655152496456,3,1,BRCGS,17.819490124976895,23899.843203004373,0.89059685098427,0.0,0.40914542187403724,91.55518434436372,0.3305860574532107,67.01778560140522,17544.64,1.228099849187342,1.1214824559995071,42829.55770187157,15779.233159926587,874.9311777019321,Low
SC0023687,2022.0101497918404,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,68.94948514529602,91.50566805439809,85.63791383319382,89.67512509547507,0.08971161766582722,1.7582582737440362,0.792089083652548,2.420940874715509,113.60897739828378,0.5845348830418976,0.9487462552039929,3,1,BRCGS,21.612534443518477,1145.5411854564773,0.9473587896475113,0.02489850208159715,0.0,90.81168999528184,0.24145851409936353,76.5580458903686,6483.71,1.0009540804329868,1.0666244577019095,33588.067391728924,8664.218847154907,3534.648494781996,Low
SC0023688,2019.0,SEP,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Agriculture & Agribusiness,2,98.39824934415385,98.85583730497089,99.93199055809714,99.65751597009177,0.08108514878751556,0.8221494733378466,0.6544620922363482,2.830408109217383,83.29866546878856,0.888151631054607,0.16242434467486344,3,1,RSPO,4.863963594205778,9380.218815714868,0.9302215291267195,0.039,0.0,93.56525752448935,0.24135444660275107,86.8767106053044,17570.46,0.7913039029178821,1.1593416504793668,51144.295101823685,17084.816774129857,4325.292944106925,Low
SC0023689,2025.0,AUG,BOLIVIA,LAC,"Consumer Goods, Retail & Logistics",1,86.42543128227602,83.23614124528278,85.88606502289113,88.71454211698315,0.08451947577189306,0.9142612818005537,0.2125267091894748,1.370964501849662,85.73620245576959,0.727584273156792,0.27110401336847334,3,0,BRCGS,46.48739208145474,16497.09023872823,0.8944641673808766,0.0,0.0,79.33232915943351,0.2869698063216285,69.2054363384983,21708.52,0.930074815258358,1.257258295095785,28305.229439292554,8613.535179357752,2847.6565916564095,Low
SC0023690,2023.1752052888553,APR,GUINEA,SSA,Metals & Mining (Primary),1,95.14879417764963,97.5908291578465,97.22259816733849,87.18764817928795,0.07647585687824249,1.9389799188233825,0.8901220111478783,2.666516775642015,108.1479070993211,0.6111621735011128,0.4227984643881578,3,1,LEED; FSSC 22000,22.70082115542145,7842.686893949841,0.9464429668294172,0.01808264903714879,0.0,79.82945110198679,0.4148066759423723,69.56985539299417,8879.99,0.9699371653919667,1.1520724750750893,1071.6120181472359,13046.571741840173,605.4472535679417,Low
SC0023691,2021.8936734406573,SEP,OMAN,MENA-AP,"Consumer Goods, Retail & Logistics",2,88.061497043211,87.63910217297679,91.28221558638882,84.29408762380349,0.12637283756500634,1.6190788003908474,1.0763146853158516,3.4252308396269946,137.90194900750367,0.7753136762562497,0.7765816398356951,3,1,BRCGS,29.44683672032861,12664.394870234217,0.8968317337026741,0.02851010231375641,0.0,79.021060097635,0.5032315318907538,54.004531492017094,13165.96,1.2544521401421072,1.294819801003672,36976.548176653734,14348.877962627017,2629.9148284556986,Low
SC0023692,2020.7571557553374,JUN,MEXICO,LAC,"Consumer Goods, Retail & Logistics",2,83.86229594092367,85.8812535058634,77.59758375598476,86.13122324995955,0.029229496599767715,1.612490519826956,0.766369390656679,1.5847140627385554,161.1293238529063,0.6997580586289607,0.6775152143842982,3,1,ISO 14001; SA8000,7.035553058281562,7709.802395506341,0.9146001805747247,0.0,0.0,77.81514311510675,0.19415004514368117,97.69956906983218,12077.18,1.2325697518061283,0.7425176300531137,29952.461872788146,10940.774944293209,4347.218418621915,Low
SC0023693,2023.9514145932005,SEP,MEXICO,LAC,Agriculture & Agribusiness,1,74.83300106241508,78.08841353078536,76.30786555788994,77.56870240422037,0.002798089741619216,0.8994901509683504,1.2534203787995226,2.3444615613645956,176.94603995207711,0.4362838118593251,0.8833797917139413,3,1,ISO 14001; SA8000,11.145756220398681,187.94405240339063,0.8870971708135992,0.0048785364830010985,0.0,92.33072282630708,0.2671417570597897,69.83774260567421,16905.36,1.1722097427901428,0.9949677089753822,31071.455180286022,5525.454456262615,1897.347372145409,Low
SC0023694,2021.4734251387335,FEB,GHANA,SSA,Agriculture & Agribusiness,2,87.5364732898672,79.13664401055041,93.92702099815023,84.54109288291559,0.016665848240881354,2.63014892056911,0.8041929094338784,1.7766017190161838,232.08461216387718,0.6010334602662795,0.3300111534220932,3,1,SA8000,25.75524953755498,16025.064497462914,0.993330051757291,0.02308530129484606,0.0,86.29244066592082,0.22096292606362355,93.07427756121439,3196.83,0.9400272292082497,0.8259950776359366,47255.764840900636,14378.492979323459,2636.305811395534,Low
SC0023695,2021.0837511967175,DEC,ISRAEL,MENA-AP,"Consumer Goods, Retail & Logistics",1,88.06539100638187,84.64864076703842,85.10996900387175,94.5077841075934,0.07876815312285808,1.350845090380873,0.9602653392980851,1.012471349897188,226.5180650159777,0.8207437320492394,0.3882442107361856,3,1,RSPO; ISO 9001,32.083751196717365,16404.131980055015,0.9514388134260203,0.006837511967173653,0.0,87.81987520971266,0.2298826412126491,74.27954027126205,6017.48,1.1887171673125725,0.9472969183953606,43027.62273808933,10297.378982335442,1989.1401746058873,Low
SC0023696,2023.3769760549226,APR,MEXICO,LAC,Automotive & Transportation,1,72.92011543955039,82.39349296718213,79.07259168285472,81.38760185365214,0.028432240204299845,1.164600066811916,1.1183049517748795,2.3680902592096564,154.76867226723832,0.4770112170127492,0.914575598626933,3,1,RSPO; ISO 9001,14.322794373745706,365.53899799079056,0.9058983930006788,0.0112302394507732,0.0,91.937043618553,0.25831603801071307,71.80604658238548,1688.89,1.1294357491627318,1.016051885967861,31891.380390489314,6494.154350134425,2365.1008223378267,Low
SC0023697,2021.8732626417884,FEB,IVORY COAST,SSA,"Consumer Goods, Retail & Logistics",1,92.56749820417518,88.57569029709946,100.0,88.85093384049543,0.13220228550304747,2.752784208416788,0.8239722022686131,4.470487389536314,180.75956484618789,0.8056745596046533,0.8615878712765512,3,1,BRCGS,24.6336867910584,14813.446220207023,0.8974374551043796,0.020844641126916072,0.0,77.39976321186039,0.4242362807167884,58.471784248106744,15866.08,1.0228552448586679,1.166569853493431,35367.0306710511,17732.171729089234,4032.7850322002732,Low
SC0023698,2021.2690510550806,AUG,NEPAL,SA,"Consumer Goods, Retail & Logistics",2,86.35720160675301,85.84897889839029,87.19982581278927,81.32811825733148,0.11884063418246937,1.5401123132130248,0.6602501892002033,3.239422559463033,185.89319067463464,0.6439191232117707,0.5474805881614685,3,0,BRCGS,36.3499278433098,23552.237715745712,0.9437169312411974,0.01403109325829991,0.0,86.91601388594069,0.15382890128772664,71.33543359895634,21124.02,0.8509672920246484,1.0084541674710759,9534.901563555053,7064.544974612685,4793.2905571264955,Low
SC0023699,2021.2996064203646,MAR,AZERBAIJAN,ECA,Metals & Mining (Primary),1,86.24445230885425,85.23787159270596,87.55640692565608,81.32109052331612,0.11389372054295469,1.501398665397922,0.6831056024327974,3.2918250109254643,178.48443125417063,0.6445913412480234,0.5442417194413415,3,1,FSSC 22000,35.70826517234125,23400.652548570713,0.9460696943680821,0.015283863234952795,0.0,87.46295492452816,0.15676221635501142,72.4387878393694,10893.33,0.8565283685063758,1.0031680892769064,9231.211787995224,7168.066552195612,4645.799808899582,Low
SC0023700,2021.0530727821713,FEB,IVORY COAST,SSA,"Consumer Goods, Retail & Logistics",1,90.84667461164396,90.90189694090155,99.20072390049921,80.56452618490472,0.1494136789360032,2.3368489964626935,0.8291062015816922,4.0762288327818,108.84615060590419,0.8469804026455031,0.9741535550825442,3,1,BRCGS,29.424582257370936,12296.532184272799,0.8676452562473124,0.035142452624002146,0.0,76.7231594116514,0.5428938544356573,50.298717055359226,13165.96,1.1709022372969131,1.4271535550825443,37212.81790452821,17766.927778002126,3657.7095435227247,Low
SC0023701,2024.3318600624414,NOV,KAZAKHSTAN,ECA,Agriculture & Agribusiness,2,80.91594464804912,78.78169414564528,86.86579369572293,73.85472171732829,0.07571948458694878,1.6509907862629007,0.5919289088854379,1.2286169379800382,270.70030225229385,0.7691528576490665,0.4294887634124365,3,1,BRCGS,12.011049531689803,15883.322985672943,0.925652670593193,0.0019977900936620397,0.0,80.38447149303762,0.4250821406462518,77.4196685140493,21124.02,1.2420464080330973,1.1235222861192533,18704.563900227928,7193.159522132226,4551.272566703064,Low
SC0023702,2022.4985261241463,FEB,PERU,LAC,"Consumer Goods, Retail & Logistics",1,85.23852256329012,78.96446178764674,87.67110590222359,90.50840465322182,0.10768905771012045,1.564655924288191,1.1026083051085709,2.078177933359319,98.42163767524289,0.6885604289099977,0.5255751676685337,3,1,BRCGS,31.002947751707204,12338.905572878693,0.9470353730204865,0.008973470234635163,0.0,83.96247611143406,0.3105784715058698,68.16570439488682,29661.01,1.2541919599465972,0.9300033038373361,37211.70639215284,12813.425386550447,1837.8544919094602,Low
SC0023703,2022.5025886205085,MAY,RWANDA,SSA,Agriculture & Agribusiness,1,83.4082872870756,82.22328543635152,80.91671007928946,81.9687970863404,0.08868817159402961,1.8935583495461614,0.8972540810516855,3.32210711099695,227.61923952449152,0.6832536848098403,0.4154297110044233,3,1,BRCGS,28.02070896406859,5930.3926517365835,0.8963106344610288,0.004994822758982853,0.0,85.85143774022944,0.3762799672567712,60.6255274996627,32874.75,0.8959020286625194,1.0382377568449435,17538.774604943344,14314.113372575388,1417.7264248068104,Low
SC0023704,2023.311072228296,APR,CHINA,EAP,Agriculture & Agribusiness,1,87.86799132079395,84.77706620839365,86.98964291690277,90.73144162890733,0.09183356663022388,1.4639221024491085,0.9130298432539803,2.5790720324951493,179.76056158581505,0.465373740214345,0.561072648370854,3,1,BRCGS,33.94083146730929,20294.461520249606,0.9345840705444859,0.014673698206861513,0.0,92.93827743581966,0.5021048572272181,58.27493211130701,1345.05,1.2438131298928274,1.1163362821779435,31723.28968390641,19715.7257699324,2969.9916714414394,Low
SC0023705,2024.0006187942276,AUG,AFGHANISTAN,SA,"Consumer Goods, Retail & Logistics",1,87.93398532010617,87.48726197818186,89.24283731417398,84.33531277636443,0.06750897251630252,1.3695832278236337,0.850766095781907,1.943477737671771,209.61648087105783,0.7350717801304201,0.3634972154259751,3,0,SA8000,10.997524823088963,18655.225003021642,0.9659789609962562,0.007996906028861203,0.0,80.06081680838064,0.4235714707333062,75.6112128366864,10893.33,1.3599139876023416,1.1340340336825268,21845.49046574535,9979.884932801579,3462.784631080799,Low
SC0023706,2021.357424144201,JUN,INDONESIA,EAP,Agriculture & Agribusiness,1,90.91231039418128,87.85201575207526,91.98947275800433,87.46216817297811,0.11024091283738022,1.3037915687248058,0.6455595093367109,1.4034183925053374,144.4273351841252,0.5131755390307584,0.5125703034231952,3,1,BRCGS,21.585545513479282,5395.026036176769,0.9668859393153609,0.018498030990591618,0.0,79.28284131741631,0.379311187888366,62.50292801486343,17304.54,0.7530462362558352,1.082702524246969,65733.8418274013,7910.920729638681,2102.5803612618083,Low
SC0023707,2019.577585678532,SEP,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,77.40498267915537,89.20766905867792,84.1246959114305,82.81335724499675,0.08009480719133345,1.1003185581481372,1.0353320764598695,2.5360991661985404,198.15663753265477,0.40938783645721993,0.7705947520300696,3,1,SA8000; RSPO; Fairtrade,39.090521732478386,5123.70384979083,0.9630646496245855,0.020064649624585526,0.0,80.94055698707058,0.6720820611372961,76.59930905561797,32874.75,0.8206551407119174,0.9418447673526429,37576.591533022314,6060.498437097523,5598.095272997562,Low
SC0023708,2021.3776290801402,FEB,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,"Consumer Goods, Retail & Logistics",1,88.01329813037654,85.71548729936049,94.31290605308942,82.73256225533616,0.1323744732926424,1.993468433211727,0.9459464688504521,3.6250955786051993,119.95246712239575,0.755130970320339,0.8160946379717495,3,1,BRCGS,32.02103264112116,15320.747768745867,0.8777065014843445,0.023782982195094938,0.0,82.91893913987536,0.5422447418397197,54.388126409765825,15866.08,1.1764196943623824,1.2690946379717496,36110.94927292421,18604.28302676157,3753.778207721483,Low
SC0023709,2019.827081045487,FEB,INDONESIA,EAP,Agriculture & Agribusiness,2,86.6683529541081,86.25567570813325,89.43675927970924,89.37366714264091,0.062,1.2376011091581343,0.552871919613004,1.9340219745213165,240.27493542802887,0.5770759169790403,0.9194894575017838,3,1,BRCGS,30.240621568230466,4938.633867896892,0.9789021084996432,0.009969811113360691,0.0,82.87268822763735,0.3487245332793434,64.85097891500357,6017.48,1.1431327366527828,0.7220182077804137,49993.986086162055,10302.27033821272,258.56626400570804,Low
SC0023710,2023.4634642263743,APR,CHILE,LAC,Agriculture & Agribusiness,1,73.02381623987024,77.62298386033044,68.54167238055877,74.6697839605311,0.03628693610083488,1.5909599699397976,1.0432645823980788,2.4158957936658454,207.1117740712332,0.5911068751822159,0.6838491547760901,3,1,ISO 14001; SA8000,22.267251246139917,2659.9501859373836,0.924020968380174,0.004463464226374289,0.0,90.60431693872756,0.30248443260654834,60.218431815132526,32874.75,0.9696299401343359,1.0933321896680077,24169.86173154705,6943.988944864155,2148.556106439169,Low
SC0023711,2021.266767689571,JAN,GHANA,SSA,Agriculture/Tea and Spices,2,90.28615693889222,84.14150217602791,93.7877256555926,93.44904137713988,0.08058613124527383,1.7736712345919772,0.7461649097131495,1.9187150481876534,245.01709842241777,0.5204578995686081,0.45215482931733497,3,1,BRCGS,23.572868627973506,13971.73804107652,0.9792274344407395,0.019947555668224592,0.0,78.46844709357376,0.2505088285568189,68.14599617802999,14747.85,0.7870231914787584,1.0446651732177186,53602.66991629996,20874.52885798075,3097.57682196568,Low
SC0023712,2021.1104035368637,FEB,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Chemicals & Petrochemicals,1,86.37923384392732,83.20666512986676,82.88462731603452,92.43596199684782,0.06951336656698877,1.3748109679045482,0.9940806415099085,1.3152319256359757,220.6050559634686,0.812284488755985,0.36726116076010823,3,1,BRCGS,29.350315115268646,17547.135048789798,0.9358492427767555,0.005337578778817162,0.0,88.4680252092215,0.23622931991897955,75.59161217156964,14177.97,1.206369419619946,0.9796093311983507,42674.47962556825,11576.175073161914,1488.0019470884677,Low
SC0023713,2019.8725890253218,JUN,TANZANIA,SSA,Food & Beverage Processing,1,87.78976631619759,80.59191331927215,96.05450234459387,83.58306070223051,0.0728319731390614,1.931446280504503,0.7541944240213094,2.408557800078313,232.91837105524564,0.6329086300844058,0.41604111013062084,3,1,BRCGS,37.47360283962909,14148.65307290219,0.9574517805064344,0.03580050690715368,0.0,95.16677607445685,0.24769238372990163,69.95374882572592,6017.48,0.9113243695317562,0.9820822202612417,48191.56076554448,13831.571461245876,2806.3238119734297,Low
SC0023714,2019.1574330424883,JUN,NEW ZEALAND,EAP,Agriculture & Agribusiness,2,97.94671135495875,98.02826110900665,99.68093570055723,99.01604348444867,0.07639653776556475,0.9157833082951129,0.6628133263150986,2.77139120270628,88.27456375061074,0.8806706690693314,0.1658133263150985,3,1,BRCGS,5.049553616588077,9718.092607232102,0.9336734376580583,0.03842274551087656,0.0,93.22597878414327,0.24016035710672953,88.13191899911327,17570.46,0.7977637726985105,1.1448922760496143,50952.55603863239,16907.964163822064,4247.158365895575,Low
SC0023715,2019.424086724386,JUN,INDONESIA,EAP,Agriculture & Agribusiness,1,91.23825927994581,85.83069364286072,95.83970923377413,89.07357291485945,0.04320724976914159,0.904084778571867,0.7572713841986571,2.2686999857847274,186.88924327264814,0.4459377784991134,0.5516860707070144,3,1,BRCGS,23.63613008657888,6932.517583402832,0.9497328779221069,0.03245547965368449,0.0,82.36767404256749,0.43403339761922033,45.62514256132438,27088.83,0.6777308732321852,1.2350545143579894,66961.85568672662,9362.72454754563,1176.2396796525686,Low
SC0023716,2021.3922927540325,MAR,INDONESIA,EAP,Agriculture & Agribusiness,1,77.4033212770975,82.65941556025842,75.94832877791983,84.62290544975826,0.11815538099403583,1.5227278626040304,0.9167391188225731,1.8227252579112654,152.25974220153168,0.7538003883951568,0.3763085107443631,3,1,BRCGS,15.827668406451888,2510.9028450655023,0.9851677849249989,0.003650790144354598,0.0,77.90510064324991,0.3578592741806358,71.560101978654,20121.99,0.919,1.121197006912078,56627.647882165744,8890.773724925684,2286.09442168639,Low
