SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality,GHG_Type_Dominance_Score
SC0013087,MITSUI CHEMICALS,Polyethylene and industrial chemicals,2019.0,MAY,JAPAN,EAP,1,Chemicals & Petrochemicals,62.43,75.57,59.43,54.01,0.1409,2.38,0.31,1.3,96.53,0.512,0.277,3,1,LEED,35.0,9251.0,0.891,0.071,1.0,88.45,0.528,81.02,29461.42,0.939,1.036,58199.0,16095.0,759.0,High,1.5230785860988e-05,0.827739,0.0037833747702951032,0.3945,0.6706341377999999,30.757,77.458,70.275,11.28206841439308,0.15005324813631524,0.11526096241567624,0.5964912280701754
SC0013088,GAZPROM,Natural gas,2024.0,JUN,RUSSIA,ECA,1,"Oil, Gas & Refining",51.36,70.39,58.08,75.72,0.0005,4.806,0.816,1.68,389.97,0.552,0.417,1,0,BRCGS,13.0,2720.0,0.212,0.039,1.0,90.14,0.5,54.12,73897.9,0.484,1.409,33935.0,25879.0,3215.0,High,1.8382352941176472e-07,0.203732,0.004779411764705883,0.48450000000000004,0.0367532528,40.963166666666666,44.14933333333333,69.04,61.94302434115661,0.0010330578512396695,0.1265716106264136,0.6581758422350041
SC0013089,NEMAK,Aluminum engine blocks and automotive components,2022.0,AUG,MEXICO,LAC,1,Automotive & Transportation,80.88,84.06,89.2,78.64,0.1845,2.138,1.023,0.706,207.12,0.607,0.348,3,1,BRCGS,26.0,9096.0,0.925,0.007,0.0,90.94,0.328,81.04,20473.4,1.206,0.727,1.0,17104.0,4416.0,Moderate,2.028364116094987e-05,0.918525,0.0028583992963940193,0.4775,0.74437266,29.3945,88.52799999999999,81.16,45.62339979297095,0.15298507462686567,0.21623714558996834,0.5528833721230929
SC0013090,ASIAN PAINTS,"Decorative paints, industrial coatings",2024.0,MAY,INDIA,SA,1,Chemicals & Petrochemicals,83.44,84.88,81.17,83.1,0.0765,1.417,0.63,2.887,147.17,0.752,0.982,2,1,SA8000; ISO 9001,22.0,16672.0,0.904,0.025,2.0,83.16,0.148,75.8,21804.95,0.464,0.655,40577.0,11242.0,3470.0,Moderate,4.588531669865643e-06,0.8814,0.00131957773512476,0.867,0.44540079999999993,23.001833333333334,76.73066666666666,73.54499999999999,21.663599359323186,0.1648706896551724,0.12560469391221193,0.5851236319416295
SC0013091,COMPAGNIE SUCRIÃ¨RE SÃ©NÃ©GALAISE (CSS),Sugar,2020.0,SEP,SENEGAL,SSA,2,Agriculture & Agribusiness,75.4,74.29,77.93,65.77,0.1583,0.07,1.048,2.719,145.35,0.674,0.424,3,0,BRCGS,42.0,5502.0,0.669,0.026,0.0,81.39,0.281,92.36,33203,0.379,0.843,5400.0,9848.0,6005.0,Moderate,2.8771355870592512e-05,0.651606,0.007633587786259542,0.549,0.6018233016,18.252499999999998,85.24000000000001,74.58500000000001,10.370824658077769,0.4176781002638522,0.210323821225067,0.708626531144123
SC0013092,BRF S.A.,"Processed poultry, pork and prepared foods",2020.0,JAN,BRAZIL,LAC,1,Food & Beverage Processing,66.85,68.0,63.47,69.44,0.0909,0.841,0.624,2.504,188.37,0.601,0.516,1,1,FSSC 22000,1.0,18274.0,0.855,0.025,0.0,100.0,0.189,74.22,12739.34,1.188,1.108,18830.0,1.0,3370.0,Moderate,4.974280398380212e-06,0.833625,5.472255663784612e-05,0.5585,0.20623882499999996,48.36166666666667,53.44333333333333,65.51500000000001,49.36080081817054,0.07651515151515151,0.14134051968216607,0.6308893927941547
SC0013093,MERCEDES-BENZ GROUP,"Luxury vehicles, powertrains",2023.0,MAY,GERMANY,ECA,1,Automotive & Transportation,79.6,69.57,74.88,85.83,0.1183,1.91,0.237,2.124,259.8,0.834,0.486,1,0,ISO 9001,10.0,8523.0,1.0,0.075,1.0,74.38,0.419,84.63,13646.49,1.598,1.078,38268.0,16049.0,2289.0,Moderate,1.3880089170479878e-05,0.925,0.0011732957878681216,0.6599999999999999,0.26094249999999997,50.73416666666667,61.09333333333332,75.82,16.969803946460363,0.07403003754693366,0.1571879614813896,0.49730742214937956
SC0013094,NAFTAL,Refined fuels and lubricants,2023.0,MAY,ALGERIA,MENA-AP,1,"Oil, Gas & Refining",53.51,54.0,55.85,51.52,0.2404,1.81,1.541,7.07,226.54,0.746,0.939,3,1,BRCGS,8.0,11733.0,0.447,0.066,0.0,79.99,0.627,70.26,31901.81,1.436,1.395,22291.0,19959.0,1443.0,High,2.0489218443705788e-05,0.417498,0.0006818375522031876,0.8425,0.2933340948,43.82149999999999,72.10600000000001,70.465,59.18373571738805,0.16740947075208915,0.21155338641748606,0.6784377698877267
SC0013095,CHADORMALU MINING COMPANY,Iron ore concentrate and pellets,2022.0,FEB,IRAN,MENA-AP,1,Metals & Mining (Primary),49.55,73.82,85.42,87.99,1.7602,2.314,3.685,19.422,630.78,0.487,0.42,1,0,BRCGS,48.0,2026.0,0.308,0.06,1.0,61.28,0.228,31.41,43606.98,1.61,1.165,39464.0,5545.0,994.0,High,0.0008688055281342547,0.28952,0.023692003948667325,0.4535,0.030312743999999996,100.0,43.06333333333333,77.27000000000001,96.07684652597298,1.0932919254658384,1.2006157433299776,0.7640140041697809
SC0013096,MINERVA FOODS,Beef exports and boxed beef,2022.0,SEP,BRAZIL,LAC,1,Food & Beverage Processing,73.91,66.98,83.4,69.81,0.0886,0.934,0.571,0.373,247.08,0.858,0.035,2,1,RSPO; FSSC 22000,19.0,5988.0,0.916,0.022,0.0,89.43,0.399,55.76,11137.77,0.816,1.311,35693.0,14293.0,3283.0,Moderate,1.479625918503674e-05,0.895848,0.003173012692050768,0.4465,0.33301656319999995,31.919833333333337,71.01266666666666,79.68,49.36080081817054,0.10857843137254902,0.15086057301450417,0.4973375931842386
SC0013097,SUMITOMO METAL MINING,Nickel,2023.0,OCT,JAPAN,EAP,1,Japan,57.41,63.01,68.28,41.9,0.2034,2.342,1.183,1.956,217.81,0.598,0.486,3,1,BRCGS,28.0,23689.0,1.0,0.064,1.0,88.35,0.45,59.18,11813.28,0.877,0.871,33187.0,22589.0,1234.0,Moderate,8.586263666680737e-06,0.9359999999999999,0.0011819831989531007,0.542,0.5539248,33.1465,74.44599999999998,73.14,11.28206841439308,0.23192702394526796,0.18457947511104744,0.4272942893632549
SC0013098,PUERTO RICO Â BAXTER BIOPHARMA SOLUTIONS (MANUFACTURING SITE),Pharmaceutical contract manufacturing and sterile injectables,2022.0,AUG,PUERTO RICO,LAC,2,Pharmaceuticals & Healthcare,83.68,85.15,83.3,82.57,0.1486,1.555,0.731,1.835,237.57,0.586,0.401,2,1,BRCGS,25.0,16633.0,0.974,0.014,0.0,67.24,0.231,60.15,18901.81,1.227,0.983,55987.0,17438.0,2114.0,Moderate,8.934046774484459e-06,0.960364,0.001503036132988637,0.4935,0.38510596399999997,36.165333333333336,76.87466666666667,76.27,23.535387685831363,0.12110839445802771,0.1682864792940176,0.44528027177869445
SC0013099,DE BEERS,Rough diamonds and diamond sorting/trading,2024.0,JAN,BOTSWANA,SSA,1,"Consumer Goods, Retail & Logistics",57.26,54.99,66.34,54.07,0.1375,1.931,1.052,2.984,163.29,0.39,0.0,1,1,FSSC 22000,25.0,4603.0,0.825,0.029,0.0,82.11,0.295,71.07,9694.24,0.392,1.306,43354.0,14647.0,1413.0,Moderate,2.9871822724310234e-05,0.801075,0.005431240495329133,0.195,0.18977466749999997,40.94316666666667,47.68933333333333,69.07,10.781594544532185,0.350765306122449,0.13631261231551242,0.5000837942014412
SC0013100,ROHM SEMICONDUCTOR,Power semiconductors,2021.0,FEB,JAPAN,EAP,1,"Electronics, Semiconductors & Technology",90.13,86.11,94.94,88.47,0.2146,1.897,0.694,2.657,160.44,0.639,0.443,3,1,BRCGS; RSPO,9.0,16403.0,0.828,0.093,0.0,82.76,0.318,88.43,7913.63,1.322,0.703,27565.0,12233.0,3079.0,Moderate,1.3082972626958483e-05,0.750996,0.0005486801194903372,0.541,0.6641057628000001,28.6495,94.07799999999999,83.83,11.28206841439308,0.16232980332829047,0.20565273761927683,0.5062881097560975
SC0013101,ANGLO EASTERN PLANTATIONS PLC,"Crude oil, palm kernels",2024.0,NOV,MALAYSIA,EAP,1,Agriculture & Agribusiness,56.65,59.42,62.22,46.71,0.0652,1.156,0.444,0.951,44.94,0.251,0.578,2,0,BRCGS,27.0,16838.0,0.846,0.007,0.0,91.67,0.083,78.41,21302.93,1.577,1.579,36775.0,22203.0,2359.0,Moderate,3.872193847250267e-06,0.840078,0.0016035158569901414,0.4145,0.4391367732,48.79083333333333,60.656666666666666,62.769999999999996,16.607963013540004,0.041344324667089406,0.08190824951348116,0.45315562524500197
SC0013102,DANGOTE FERTILIZER,Urea fertilizer (large scale ammonia and urea),2023.0,APR,NIGERIA,SSA,1,Fertilizers,56.5,53.26,55.17,56.67,0.2431,1.718,0.637,2.413,188.85,0.346,0.473,2,1,ISO 9001; ISO 14001,7.0,18111.0,0.942,0.0,0.0,79.68,0.272,94.81,9712.94,1.513,1.083,38248.0,11605.0,9336.0,Moderate,1.342278173485727e-05,0.942,0.0003865054386836729,0.4095,0.5954067999999999,52.330833333333324,60.566666666666656,63.025,28.363919083075313,0.1606741573033708,0.3175201128992683,0.5060822147651006
SC0013103,BARRY CALLEBAUT (SOURCING OPS),Cocoa sourcing and semi-processed cocoa products,2024.0,APR,IVORY COAST,SSA,1,Food & Beverage Processing,45.17,56.53,58.01,58.46,0.0746,0.8,0.59,2.055,181.82,0.655,0.877,1,0,BRCGS,34.0,768.0,0.395,0.0,2.0,73.12,0.483,62.69,64613.5,1.231,1.543,56158.0,13340.0,1679.0,High,9.713541666666666e-05,0.395,0.044270833333333336,0.766,0.08254183333333334,56.18716666666666,40.43533333333333,68.66499999999999,9.558720314045523,0.06060113728675873,0.10618211725245603,0.5965166908563135
SC0013104,ITC LIMITED,"Processed foods, packaged goods, agri commodities",2024.0,AUG,INDIA,SA,1,"Consumer Goods, Retail & Logistics",94.89,87.34,92.16,96.77,0.1422,1.439,1.002,3.574,85.09,0.486,0.139,1,1,BRCGS,11.0,12867.0,1.0,0.04,0.0,83.48,0.585,80.74,14482.93,1.306,1.493,7897.0,7366.0,2838.0,Moderate,1.1051527162508742e-05,0.96,0.0008549001321209296,0.3125,0.25836799999999993,41.600166666666674,70.26733333333333,87.77999999999999,21.663599359323186,0.10888208269525267,0.14321301707215134,0.5941812136325852
SC0013105,PANASONIC APPLIANCES,Consumer appliances parts,2022.0,OCT,JAPAN,EAP,1,"Electronics, Semiconductors & Technology",72.04,72.62,74.59,68.16,0.0757,1.741,0.418,3.53,2.95,0.297,1.0,1,1,BRCGS,27.0,16950.0,0.898,0.042,1.0,72.15,0.318,57.59,14889.61,1.144,1.253,33771.0,8524.0,1437.0,Moderate,4.466076696165192e-06,0.8602839999999999,0.001592920353982301,0.6485,0.16514585186666667,45.50516666666667,56.55733333333334,73.65499999999999,11.28206841439308,0.06617132867132867,0.06642932556026346,0.6204956934434874
SC0013106,CERRO VERDE,Copper concentrate and molybdenum (Peru),2025.0,JUL,PERU,LAC,1,Metals & Mining (Primary),59.79,53.24,62.68,62.71,0.4403,6.711,3.477,5.989,374.63,0.802,0.469,2,0,BRCGS,10.0,14232.0,0.853,0.009,1.0,74.62,0.609,75.66,3451.6,0.969,1.076,49587.0,4373.0,5468.0,High,3.093732433951659e-05,0.8453229999999999,0.0007026419336706015,0.6355,0.42638092119999993,47.949333333333335,62.54066666666667,73.52,71.90867638366379,0.4543859649122807,0.4192895461658597,0.41484824133028375
SC0013107,SASOL,"Diesel, gasoline, naphtha, LPG, olefins, polymers, ammonia, methanol, solvents",2019.0,JUL,SOUTH AFRICA,SSA,1,Chemicals & Petrochemicals,68.08,72.02,70.54,61.65,0.0791,1.51,0.757,1.821,290.76,0.857,0.469,1,1,LEED,20.0,5542.0,1.0,0.018,0.0,92.6,0.166,97.04,20875.77,0.966,1.03,27979.0,12546.0,1428.0,Moderate,1.4272825694695056e-05,0.982,0.003608805485384338,0.663,0.3176442666666667,44.30616666666667,54.18133333333333,68.59,32.80567869768027,0.0818840579710145,0.12783534588256906,0.4454500978473581
SC0013108,DOMINICAN REPUBLIC Â CONSORCIO DE EMPRESAS AZUCARERAS,"Sugar, refined sugar products",2019.0,MAY,DOMINICAN REPUBLIC,LAC,2,Food & Beverage Processing,76.49,69.46,85.54,77.37,0.1745,2.423,1.089,2.093,187.67,0.554,0.461,2,0,ISO 9001,22.0,13580.0,0.976,0.093,0.0,91.97,0.116,76.57,15334.4,1.011,1.092,18384.0,24425.0,1.0,Moderate,1.2849779086892488e-05,0.885232,0.0016200294550810016,0.5075000000000001,0.4518814282666666,36.089333333333336,72.56066666666665,75.09,23.984138903653143,0.17260138476755688,0.1434916422057036,0.4322925958965209
SC0013109,DAIRY AND POULTRY SUPPLIERS Â CEYLON AGRO INDUSTRIES,Processed dairy and poultry products,2023.0,DEC,SRI LANKA,SA,2,Food & Beverage Processing,67.99,69.38,66.27,66.94,0.0735,0.96,0.841,3.32,277.49,0.563,0.517,2,1,ISO 14001; SA8000,20.0,10477.0,0.949,0.023,0.0,76.43,0.414,78.5,10450.67,0.873,1.106,34341.0,17449.0,5937.0,Moderate,7.015366994368617e-06,0.9271729999999999,0.001908943399828195,0.54,0.48522053666666665,34.46933333333334,67.46066666666665,71.41499999999999,3.2682218120423276,0.08419243986254295,0.1857927009252674,0.6483108767818786
SC0013110,GRASIM INDUSTRIES (ADITYA BIRLA GROUP),"Viscose fibers, cement, chemicals",2023.0,OCT,INDIA,SA,1,"Consumer Goods, Retail & Logistics",49.24,51.18,52.88,41.11,0.165,0.92,0.625,3.538,130.68,0.44,0.0,2,1,ISO 14001; SA8000,37.0,2403.0,0.857,0.051,0.0,90.7,0.595,77.36,2722.86,1.34,0.747,29916.0,10189.0,5375.0,High,6.86641697877653e-05,0.8132929999999999,0.015397419891801914,0.22,0.41944230986666664,50.324333333333335,56.21066666666666,68.34,21.663599359323186,0.12313432835820895,0.20236079202899082,0.6960456423372023
SC0013111,KONKOLA COPPER MINES (KCM),Copper concentrate and refined copper (historical operations),2020.0,JAN,ZAMBIA,SSA,1,Metals & Mining (Primary),68.18,68.71,79.8,58.99,0.1192,1.845,0.583,3.035,139.85,0.707,0.105,2,0,BRCGS,56.0,6.0,0.715,0.004,2.0,91.24,0.289,61.23,9329.61,1.131,0.748,30084.0,1.0,2069.0,Moderate,0.019866666666666668,0.71214,9.333333333333334,0.40599999999999997,0.29069554799999997,39.41533333333333,67.57466666666667,75.67999999999999,10.904098051499926,0.10539345711759505,0.12980722146581883,0.5555555555555556
SC0013112,KUWAIT NATIONAL PETROLEUM COMPANY (KNPC),Refined petroleum products,2023.0,AUG,KUWAIT,MENA-AP,1,"Oil, Gas & Refining",57.54,54.54,57.69,58.66,0.1321,2.337,0.646,1.993,186.99,0.599,0.186,2,1,BRCGS,25.0,8719.0,0.545,0.065,0.0,89.45,0.445,60.16,31563.71,1.183,1.002,36705.0,13273.0,165.0,High,1.515082004817066e-05,0.5095750000000001,0.002867301296020186,0.39249999999999996,0.20437354666666666,44.24183333333333,61.19066666666666,67.74499999999999,57.49869228874738,0.11166525781910397,0.12024106453817812,0.46965434083601293
SC0013113,SANGHA RESOURCES,Phosphate and mineral exploration outputs,2023.0,NOV,SENEGAL,SSA,2,Metals & Mining (Primary),67.12,68.91,54.91,79.17,0.1654,2.613,0.497,1.895,104.03,0.534,0.163,1,1,ISO 9001,15.0,7235.0,0.946,0.078,1.0,81.07,0.455,78.35,3818.55,1.137,1.297,53541.0,16218.0,3020.0,High,2.286109191430546e-05,0.872212,0.002073255010366275,0.34850000000000003,0.22779270066666663,49.364666666666665,53.60533333333334,66.55499999999999,10.370824658077769,0.14547053649956024,0.1636338662358913,0.5220779220779221
SC0013114,ÄEZ GROUP,Electric power generation,2024.0,DEC,CZECH REPUBLIC,ECA,1,Energy & Utilities,60.16,57.09,64.29,59.33,0.1708,1.765,1.434,2.372,145.98,0.525,0.76,2,1,ISO 9001; SA8000,22.0,10.0,0.827,0.006,1.0,75.97,0.362,51.06,16194.41,1.15,1.362,23979.0,15804.0,1181.0,Moderate,0.01708,0.8220379999999999,2.2,0.6425000000000001,0.2798217352,43.797333333333334,62.762666666666654,69.385,16.0828993403166,0.1485217391304348,0.14941834249394764,0.4257763417698797
SC0013115,MURATA MANUFACTURING CO.,Electronic components (capacitors,2025.0,NOV,JAPAN,EAP,1,1,74.76,73.49,80.62,74.13,0.051,1.429,1.312,2.781,110.95,0.702,0.085,3,1,ISO 14001,30.0,11163.0,0.997,0.013,0.0,80.89,0.311,64.46,15484.38,1.074,1.527,50317.0,15660.0,3770.0,Moderate,4.568664337543671e-06,0.984039,0.0026874496103198066,0.39349999999999996,0.6343115394,26.218999999999998,84.856,76.53000000000002,11.28206841439308,0.047486033519553064,0.10707974295817593,0.5036218761318363
SC0013116,ISCAR (IMC GROUP),Metal cutting tools and tooling systems,2019.0,DEC,ISRAEL,MENA-AP,2,Industrial Manufacturing & Construction,78.81,72.96,75.19,79.2,0.129,2.08,0.384,2.416,140.24,0.456,0.275,2,1,SA8000,36.0,10.0,0.886,0.013,0.0,54.9,0.505,79.71,11687.28,0.951,1.014,53442.0,13895.0,6179.0,Moderate,0.0129,0.874482,3.6,0.36550000000000005,0.46469973479999993,33.23983333333334,73.95266666666667,77.69500000000001,30.782218200485417,0.1356466876971609,0.19415958014774334,0.49508196721311476
SC0013117,COMPAGNIE DES PHOSPHATES DE GAFSA (CPG),Phosphate rock and derivatives,2025.0,SEP,TUNISIA,MENA-AP,2,Mining/Fertilizers,78.71,81.33,78.26,80.38,0.1057,1.467,1.111,1.761,95.26,0.348,0.794,2,0,SA8000; Fairtrade,7.0,18664.0,0.825,0.046,0.0,76.56,0.294,89.61,19157.95,1.16,1.327,46876.0,1.0,3508.0,Moderate,5.663309044149164e-06,0.7870499999999999,0.0003750535790827261,0.571,0.47018366999999994,35.827333333333335,73.89266666666666,75.01,29.006824980403252,0.09112068965517242,0.13293413007952717,0.405853883383268
SC0013118,CEVITAL GROUP,"Food processing (sugar, edible oils), steel distribution",2025.0,JAN,ALGERIA,MENA-AP,2,"Consumer Goods, Retail & Logistics",67.62,64.07,69.0,70.63,0.1583,1.292,1.024,3.416,101.32,0.712,0.448,2,1,BRCGS,50.0,775.0,0.687,0.013,3.0,66.48,0.244,69.24,36949.89,1.083,1.605,35113.0,11337.0,5627.0,High,0.00020425806451612903,0.678069,0.06451612903225806,0.58,0.31299665039999996,39.86883333333333,67.23866666666667,69.38,59.18373571738805,0.14616805170821792,0.19585194055265986,0.5959525471039777
SC0013119,COSUMAR,Raw and refined sugar,2022.0,MAY,MOROCCO,MENA-AP,2,Food & Beverage Processing,61.38,59.34,64.06,62.51,0.1773,1.319,1.0,4.204,135.39,0.428,0.562,3,1,RSPO; FSSC 22000,19.0,15645.0,1.0,0.061,0.0,89.99,0.518,99.0,33059.65,1.175,0.903,25187.0,21744.0,2933.0,Moderate,1.1332694151486099e-05,0.9390000000000001,0.0012144455097475232,0.495,0.92961,35.5745,76.828,72.39000000000001,58.963210565711876,0.1508936170212766,0.1760203364161139,0.6444887321784455
SC0013120,NOVO NORDISK,Pharmaceuticals,2022.0,JAN,DENMARK,ECA,1,Pharmaceuticals & Healthcare,66.94,74.33,64.05,68.3,0.2124,0.657,0.734,2.295,86.56,0.292,0.0,0,1,LEED; ISO 9001,15.0,18504.0,0.878,0.07,0.0,93.77,0.404,51.28,12559.24,1.033,1.374,34796.0,6473.0,1558.0,High,1.1478599221789883e-05,0.8165399999999999,0.0008106355382619975,0.146,0.0,57.37599999999999,40.164,70.10499999999999,17.72338794505317,0.20561471442400778,0.16745162188675927,0.6226261530113945
SC0013121,SEPLAT ENERGY,Crude oil and natural gas (upstream production),2023.0,AUG,NIGERIA,SSA,1,"Oil, Gas & Refining",63.04,56.51,68.24,69.11,0.9978,0.899,1.445,5.086,227.12,0.953,0.114,3,0,BRCGS,69.0,15509.0,0.811,0.007,1.0,76.59,0.137,76.87,26160.78,1.283,1.144,34713.0,18494.0,3754.0,High,6.433683667547875e-05,0.805323,0.004449029595718615,0.5335,0.6190517901,57.126,77.824,66.86,28.363919083075313,0.7777084957131724,0.6989462024906011,0.6845222072678331
SC0013122,ADECOAGRO,"Agricultural commodities: grains, sugar, dairy and bioenergy",2025.0,AUG,ARGENTINA,LAC,1,Agriculture & Agribusiness,67.93,59.63,79.42,65.82,0.0775,1.793,0.783,2.583,186.55,0.564,0.344,2,1,RSPO; Fairtrade,26.0,10.0,0.929,0.032,0.0,95.41,0.143,68.03,12515.13,0.872,0.937,42871.0,11987.0,4675.0,Moderate,0.00775,0.8992720000000001,2.6,0.45399999999999996,0.4078498277333334,34.57533333333333,67.42466666666667,72.57000000000001,55.77945847949142,0.08887614678899082,0.15146474644567468,0.5006784260515603
SC0013123,PRODECO/CERREJÃ³N (COAL),Thermal coal production and exports,2019.0,FEB,COLOMBIA,LAC,1,Metals & Mining (Primary),81.91,81.69,83.99,84.85,0.1341,1.933,0.836,3.087,249.5,0.406,0.53,0,0,FSSC 22000,30.0,16662.0,0.899,0.049,0.0,76.51,0.351,58.55,23613.84,1.311,1.136,28837.0,11532.0,4364.0,Moderate,8.048253510983075e-06,0.854949,0.0018005041411595247,0.468,0.0,54.349000000000004,49.145999999999994,79.015,31.052828847945257,0.1022883295194508,0.19401883928781186,0.5271516393442623
SC0013124,CARGILL/LOUIS DREYFUS/ADM (LOCAL SUBSIDIARIES),"Grains, oilseeds, sugar, coffee (export origination)",2025.0,DEC,MEXICO,LAC,1,"Consumer Goods, Retail & Logistics",69.11,63.74,74.1,69.18,0.1469,0.739,0.723,3.066,183.49,0.766,0.309,2,1,BRCGS,39.0,14965.0,0.505,0.065,3.0,80.71,0.092,71.92,16744.85,1.341,0.804,27714.0,10098.0,5518.0,High,9.816237888406282e-06,0.472175,0.002606080855329101,0.5375,0.22639217333333334,42.93233333333333,68.13266666666667,68.89,45.62339979297095,0.10954511558538405,0.20444890674480304,0.6771201413427562
SC0013125,QATARENERGY,"Crude oil, LNG, condensate, natural gas liquids (NGLs)",2019.0,APR,QATAR,MENA-AP,1,"Oil, Gas & Refining",28.34,60.46,63.44,60.61,0.4594,5.011,0.605,12.701,206.2,0.667,0.243,1,0,BRCGS,22.0,5320.0,0.439,0.032,2.0,79.46,0.077,28.22,50963.31,0.891,1.178,38541.0,5148.0,437.0,High,8.635338345864661e-05,0.424952,0.004135338345864661,0.455,0.03997381813333333,66.59766666666667,30.337333333333333,63.25999999999999,60.63849952870787,0.5156004489337822,0.3244563772998739,0.6933995741660752
SC0013126,ENGRO CORPORATION/ENGRO FERTILIZERS,"Urea, DAP, specialty fertilizers, petrochemicals",2020.0,JUL,PAKISTAN,MENA-AP,1,Fertilizers,69.79,58.07,72.3,79.43,0.7241,3.304,1.871,12.044,367.15,0.599,0.025,2,1,BRCGS; RSPO,18.0,6449.0,0.761,0.088,0.0,97.92,0.068,94.42,15959.07,0.717,0.665,28663.0,13279.0,1.0,High,0.00011228097379438672,0.694032,0.002791130407815165,0.312,0.4368700096,47.764333333333326,68.54066666666667,67.51,42.48403887742643,1.009902370990237,0.5103523772748695,0.6994598989488355
SC0013127,ABRAFRUTAS,"Frozen fruits, pulps, fruit concentrates",2020.0,AUG,BRAZIL,LAC,2,Food & Beverage Processing,62.4,60.85,61.68,69.17,0.117,1.038,0.357,0.935,249.16,0.392,0.868,2,1,Fairtrade,47.0,1364.0,0.571,0.031,0.0,85.23,0.344,75.15,10711.39,1.068,0.795,19902.0,5850.0,4822.0,High,8.577712609970676e-05,0.553299,0.0344574780058651,0.63,0.277202799,40.43833333333333,64.10666666666667,67.72,49.36080081817054,0.10955056179775281,0.19019547127238592,0.4454935622317597
SC0013128,USIMINAS,Steel plates and coils,2022.0,MAY,BRAZIL,LAC,1,Steel & Metallurgical,62.06,59.1,62.8,67.18,0.4617,3.117,0.783,8.813,211.75,0.601,0.606,2,0,Fairtrade; FSSC 22000,49.0,15373.0,0.563,0.057,0.0,77.5,0.345,67.65,41999.71,0.986,1.404,44624.0,1.0,4766.0,High,3.0033175047160606e-05,0.530909,0.0031874064919013853,0.6034999999999999,0.23943995900000004,47.944833333333335,63.90266666666666,68.3,49.36080081817054,0.4682555780933063,0.3884867565113756,0.693227405018485
SC0013129,SONATRACH,"Crude oil, LNG, LPG, refined products, petrochemicals",2020.0,OCT,ALGERIA,MENA-AP,1,"Oil, Gas & Refining",71.82,69.53,66.14,74.49,0.5623,4.713,1.284,7.648,417.34,0.599,0.117,3,1,ISO 14001; FSSC 22000; RSPO,38.0,5626.0,0.573,0.157,0.0,84.4,0.557,71.93,18276.72,0.674,1.024,33187.0,11192.0,2532.0,High,9.994667614646286e-05,0.48303899999999994,0.0067543547813722,0.358,0.3474499527,34.0305,83.092,74.21000000000001,59.18373571738805,0.8342729970326409,0.45960578568824273,0.5604983510443385
SC0013130,ANCUABE GRAPHITE/ERSTWHILE PROJECTS,Graphite concentrate (project-level),2020.0,JAN,MOZAMBIQUE,SSA,2,Metals & Mining (Primary),66.51,70.08,63.57,67.8,0.1531,2.384,0.917,1.447,177.04,0.715,0.298,2,0,ISO 9001,26.0,3554.0,0.584,0.008,1.0,78.89,0.249,66.29,5178.46,1.128,0.882,23880.0,12229.0,4620.0,High,4.307822172200338e-05,0.579328,0.007315700619020821,0.5065,0.2560243541333333,40.80233333333333,66.57266666666666,66.765,38.94667245585555,0.13572695035460997,0.19407751387313282,0.502106149957877
SC0013131,PIRELLI,Tires,2025.0,FEB,ITALY,ECA,1,Automotive & Transportation,63.43,64.85,64.3,63.59,0.2438,0.537,1.284,1.359,5.43,0.537,0.547,2,1,BRCGS,35.0,25805.0,0.894,0.0,1.0,84.14,0.028,49.5,8941.35,1.079,0.914,68274.0,3672.0,993.0,Moderate,9.44778143770587e-06,0.894,0.0013563262933540012,0.542,0.29501999999999995,43.41283333333333,64.72466666666666,62.71,16.718105297834896,0.22594995366079704,0.16149395934145813,0.4273584905660377
SC0013132,SAMSUNG ELECTRONICS,Semiconductors,2022.0,NOV,SOUTH KOREA,EAP,1,"Electronics, Semiconductors & Technology",79.98,84.55,81.45,73.75,0.1932,1.794,1.286,4.897,47.39,0.625,0.356,2,1,ISO 9001,8.0,7027.0,0.926,0.072,0.0,78.9,0.483,73.73,8088.92,0.889,0.77,23334.0,15564.0,1020.0,Moderate,2.7493951899815e-05,0.8593280000000001,0.0011384659171766046,0.4905,0.4223883562666667,33.50533333333333,74.65466666666667,80.38499999999999,17.11801166854679,0.2173228346456693,0.14019120550777156,0.613889933558982
