Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality
SYN_SUP_18429,SYN_COM_18429,Synthetic Supplier 18429,Synthetic Commodity 18429,India,Asia-Pacific,3,Metals,70.98171564,81.07967449,82.046023,84.03583616,0.1992,694.85,0.53,0.65,2,1,26,12316,0.857588054,0.013,99.57829776,0.77,65.01098104,0.69,72.57,1,1381,Low,1.62E-05,0.846439409,0.002111075,0.59,0.561913303,35.01973286,69.25569605,84.8230115,9.261089909,0.258701299,0.247418547
SYN_SUP_18430,SYN_COM_18430,Synthetic Supplier 18430,Synthetic Commodity 18430,Indonesia,South America,2,Chemicals,55.26976133,60.47140996,45.59383182,79.11161174,0.463,649.55,0.75,0.56,2,1,13,24101,0.857655146,0.052,93.26787157,1.19,74.31744092,0.57,86.54,2,4675,Moderate,1.92E-05,0.813057078,0.000539397,0.655,0.505547354,53.41391687,59.82852347,64.19691591,31.9331177,0.38907563,0.439238686
SYN_SUP_18431,SYN_COM_18431,Synthetic Supplier 18431,Synthetic Commodity 18431,India,Asia-Pacific,3,Agriculture,59.49473622,57.58970763,55.2633268,56.65160704,0.7793,1248.84,0.58,0.37,2,0,35,44748,0.927911528,0.041,65.93687481,0.54,63.13272692,0.82,72.2,1,5446,Moderate,1.74E-05,0.889867155,0.000782158,0.475,0.391167061,50.09267566,62.3635084,74.0316634,9.261089909,1.443148148,0.742073184
SYN_SUP_18432,SYN_COM_18432,Synthetic Supplier 18432,Synthetic Commodity 18432,Indonesia,Asia-Pacific,2,Electronics,76.30314464,100,92.29931137,76.86464447,0.7508,1288.26,0.64,0.41,1,1,38,10626,0.882278741,0.029,94.77666185,1.38,91.71149446,0.65,62.29,0,7147,Low,7.07E-05,0.856692658,0.003576134,0.525,0.270648234,64.43056604,59.11522012,89.14965568,35.15983525,0.544057971,0.75312801
SYN_SUP_18433,SYN_COM_18433,Synthetic Supplier 18433,Synthetic Commodity 18433,Brazil,South America,3,Agriculture,57.29094288,61.17851631,65.58254471,56.88003829,0.1703,1059.11,0.41,0.09,0,1,15,36834,0.89767868,0.052,96.283564,1.29,93.45745727,0.26,67.55,1,3662,Moderate,4.62E-06,0.850999388,0.000407232,0.25,0,63.55566999,34.37456573,67.99127236,14.99576555,0.132015504,0.321548488
SYN_SUP_18434,SYN_COM_18434,Synthetic Supplier 18434,Synthetic Commodity 18434,China,South America,2,Chemicals,38.98367859,55.28735135,75.03004465,58.35558134,0.8729,974.29,0.59,0.38,0,0,38,26651,0.901350293,0.003,89.01777265,0.25,79.44608197,0.13,53.78,0,4401,High,3.28E-05,0.898646242,0.001425838,0.485,0,71.92821249,23.39020715,70.11502233,21.86328536,3.4916,0.737755091
SYN_SUP_18435,SYN_COM_18435,Synthetic Supplier 18435,Synthetic Commodity 18435,India,Asia-Pacific,3,Agriculture,75.84637783,55.66343666,76.78732002,69.41269157,0.1429,1042.3,0.57,0.35,3,1,13,45333,0.920707878,0.039,55.35907965,0.7,54.40172984,0.83,39.94,0,8568,Moderate,3.15E-06,0.884800271,0.000286767,0.46,0.489817287,22.52626776,85.5078267,84.99366001,9.261089909,0.204142857,0.36380073
SYN_SUP_18436,SYN_COM_18436,Synthetic Supplier 18436,Synthetic Commodity 18436,India,Asia-Pacific,2,Metals,76.71450528,76.91942326,89.08345256,70.50282574,0.363,433.92,0.59,0.57,2,1,13,46768,0.927089405,0.03,79.26579788,1.15,56.85397996,0.71,72.09,1,9603,Low,7.76E-06,0.899276723,0.000277968,0.58,0.47521258,42.80825648,72.69536984,88.74172628,9.261089909,0.315652174,0.403911495
SYN_SUP_18437,SYN_COM_18437,Synthetic Supplier 18437,Synthetic Commodity 18437,Brazil,South America,3,Electronics,64.01871214,48.72158884,50.83205717,28.07435464,0.7104,1266.88,0.56,0.46,2,1,42,18182,0.88389439,0.052,35.04676088,0.59,74.84584813,0.69,75.2,0,5784,Moderate,3.91E-05,0.837931881,0.002309977,0.51,0.195778655,47.53678408,65.07789395,69.21602858,14.99576555,1.204067797,0.708088398
SYN_SUP_18438,SYN_COM_18438,Synthetic Supplier 18438,Synthetic Commodity 18438,USA,North America,2,Electronics,63.17714233,75.85814555,73.87441277,70.1896682,0.913,164.64,0.74,0,0,1,12,10029,0.988245642,0.024,62.10159559,0.32,59.3311896,0.8,73.09,1,4021,Low,9.10E-05,0.964527746,0.00119653,0.37,0,65.51300018,37.9062854,82.93720638,8.865419883,2.853125,0.617383131
SYN_SUP_18439,SYN_COM_18439,Synthetic Supplier 18439,Synthetic Commodity 18439,China,Asia-Pacific,3,Chemicals,68.01290418,55.34886627,64.8340041,65.11241307,0.8091,509.25,0.66,0.68,1,1,8,28168,0.943328349,0.006,79.77422548,0.47,53.61264208,0.18,74.68,1,8973,Low,2.87E-05,0.937668379,0.00028401,0.67,0.249339229,55.1396502,54.14107584,66.01700205,25.09000292,1.721489362,0.676656336
SYN_SUP_18440,SYN_COM_18440,Synthetic Supplier 18440,Synthetic Commodity 18440,India,Asia-Pacific,2,Electronics,70.06616037,80.30790196,93.20055205,71.89782263,0.2261,235.12,0.57,0.48,0,1,14,26982,0.874978368,0.032,65.13329306,1.54,78.36863173,0.68,60.44,1,11121,Low,8.38E-06,0.84697906,0.000518864,0.525,0,64.22934387,42.03969622,90.20027603,9.261089909,0.146818182,0.306536897
SYN_SUP_18441,SYN_COM_18441,Synthetic Supplier 18441,Synthetic Commodity 18441,Japan,Asia-Pacific,3,Electronics,76.66210354,92.01468328,82.53694102,75.83591605,0.1222,947.11,0.56,0.46,0,1,46,15907,0.903401924,0.035,66.8561743,1.38,97.2641237,0.74,75.95,1,4200,Low,7.68E-06,0.871782857,0.002891809,0.51,0,56.92326376,45.99726212,86.06847051,27.64600311,0.088550725,0.280123218
SYN_SUP_18442,SYN_COM_18442,Synthetic Supplier 18442,Synthetic Commodity 18442,India,Asia-Pacific,1,Electronics,64.14825583,53.93966527,74.86312377,55.62087577,0.8982,208.83,0.62,0.51,0,1,15,6557,0.870796403,0.02,78.93150618,1.32,86.82089944,0.6,67.33,0,2528,Moderate,0.000136983,0.853380475,0.002287632,0.565,0,79.80311046,38.4889535,79.43156188,9.261089909,0.680454545,0.597382001
SYN_SUP_18443,SYN_COM_18443,Synthetic Supplier 18443,Synthetic Commodity 18443,Malaysia,Asia-Pacific,2,Agriculture,56.68558505,50.97882769,71.47631495,62.95861458,0.7096,519.61,0.74,0.22,2,1,47,34758,0.884916494,0.008,80.99531585,1.46,78.73306729,0.36,68.18,1,5639,Moderate,2.04E-05,0.877837162,0.001352207,0.48,0.474004655,63.13337856,60.6780177,72.93815747,19.51874501,0.486027397,0.576887015
SYN_SUP_18444,SYN_COM_18444,Synthetic Supplier 18444,Synthetic Commodity 18444,Indonesia,Asia-Pacific,3,Food & Beverage,61.88082367,41.82045421,57.73947153,49.15056127,0.4272,1043.93,0.72,0.55,0,1,47,19006,0.897136073,0.031,49.02199394,1.17,70.37993437,0.3,85.78,3,1522,Moderate,2.25E-05,0.869324854,0.002472903,0.635,0,66.57171172,37.1284942,64.86973576,35.15983525,0.365128205,0.446203579
SYN_SUP_18445,SYN_COM_18445,Synthetic Supplier 18445,Synthetic Commodity 18445,India,Asia-Pacific,3,Agriculture,57.22790608,60.02518338,55.91931905,65.06442547,0.2241,141.62,0.28,0.56,2,1,41,26812,0.873221724,0.028,100,1.13,87.94824023,0.81,64.55,1,9997,Moderate,8.36E-06,0.848771515,0.001529166,0.42,0.565847677,45.8560662,61.00341032,74.15965952,9.261089909,0.198318584,0.275097384
SYN_SUP_18446,SYN_COM_18446,Synthetic Supplier 18446,Synthetic Commodity 18446,Malaysia,Asia-Pacific,2,Metals,57.00981098,77.85680323,51.47928659,48.10080688,0.7762,1350.87,0.7,0.09,0,1,46,17853,0.951947398,0.052,44.05669961,1.47,68.85079566,0.28,56.62,2,4547,Moderate,4.35E-05,0.902446133,0.002576598,0.395,0,81.50156616,34.20588659,61.33964329,19.51874501,0.528027211,0.746526531
SYN_SUP_18447,SYN_COM_18447,Synthetic Supplier 18447,Synthetic Commodity 18447,USA,South America,3,Electronics,60.87858071,86.75667713,74.94135669,76.70846508,0.0793,1499.5,0.71,0.07,3,0,34,12841,0.894909545,0.039,53.34149138,0.75,99.60543375,0.17,61.27,0,3003,Moderate,6.18E-06,0.860008072,0.002647769,0.39,0.458741132,26.92499675,76.52714843,70.87067835,14.89979223,0.105733333,0.334640596
SYN_SUP_18448,SYN_COM_18448,Synthetic Supplier 18448,Synthetic Commodity 18448,India,Asia-Pacific,1,Metals,68.1403559,84.01889486,75.22421493,83.27950531,0.2573,1286.9,0.57,0.38,0,0,35,24296,0.901295324,0.049,57.94042374,1.82,76.26463024,0.31,46.43,1,256,Low,1.06E-05,0.857131853,0.001440566,0.475,0,69.88337544,40.88421354,73.81210747,9.261089909,0.141373626,0.370281029
SYN_SUP_18449,SYN_COM_18449,Synthetic Supplier 18449,Synthetic Commodity 18449,USA,North America,3,Chemicals,74.8351229,38.30724681,65.43015356,75.16281773,0.5589,941.41,0.57,0.41,0,1,45,10018,0.905142117,0.027,45.09720382,0.62,88.83447079,0.57,81.29,1,381,Low,5.58E-05,0.88070328,0.004491915,0.49,0,57.08020698,44.90107374,74.11507678,8.865419883,0.901451613,0.493214729
SYN_SUP_18450,SYN_COM_18450,Synthetic Supplier 18450,Synthetic Commodity 18450,India,Asia-Pacific,3,Electronics,72.51719589,100,98.82422521,73.99792327,0.579,482.86,0.5,0.83,1,1,44,46822,0.869681249,0.029,59.08574797,1.02,90.31670711,0.36,46.47,1,11788,Low,1.24E-05,0.844460493,0.000939729,0.665,0.1663186,56.06064811,56.84365087,86.6121126,9.261089909,0.567647059,0.569384812
SYN_SUP_18451,SYN_COM_18451,Synthetic Supplier 18451,Synthetic Commodity 18451,India,Asia-Pacific,3,Chemicals,70.57399059,40.45242264,46.20426888,32.94106927,0.9462,635.26,0.67,0.68,2,1,48,1788,0.887932466,0.058,59.2248585,0.94,54.57785242,0.64,59.68,2,10761,Moderate,0.000529195,0.836432383,0.026845638,0.675,0.330250597,56.38743663,69.01106102,65.90213444,9.261089909,1.006595745,0.803099813
SYN_SUP_18452,SYN_COM_18452,Synthetic Supplier 18452,Synthetic Commodity 18452,USA,South America,2,Electronics,62.08066161,57.24740536,79.24620876,54.40717349,0.8563,927.92,0.75,0.62,0,1,42,2900,0.881831117,0.027,82.08321563,1.15,46.04579092,0.21,74.7,2,4530,Moderate,0.000295276,0.858021677,0.014482759,0.685,0,76.92926844,37.24839697,73.82310438,14.89979223,0.744608696,0.721415975
SYN_SUP_18453,SYN_COM_18453,Synthetic Supplier 18453,Synthetic Commodity 18453,Japan,Asia-Pacific,3,Food & Beverage,71.50764809,56.62415978,48.1663888,70.28500899,0.1389,1392.23,0.69,0.43,0,1,31,16781,0.939014425,0.031,45.50941291,0.99,83.30913437,0.38,77.57,1,9236,Moderate,8.28E-06,0.909904978,0.001847327,0.56,0,53.29482317,42.90458885,61.6831944,27.64600311,0.14030303,0.430148553
SYN_SUP_18454,SYN_COM_18454,Synthetic Supplier 18454,Synthetic Commodity 18454,Japan,Asia-Pacific,2,Chemicals,54.92025901,50.89728465,99.79001957,70.04583737,0.8995,1105.01,0.77,0.58,2,0,12,13469,0.911867269,0.046,69.33300479,1.44,76.08319995,0.43,73.75,3,9950,Moderate,6.68E-05,0.869921375,0.000890935,0.675,0.402095086,68.19874268,59.61882207,88.49500979,27.64600311,0.624652778,0.845928131
SYN_SUP_18455,SYN_COM_18455,Synthetic Supplier 18455,Synthetic Commodity 18455,USA,North America,3,Metals,54.6815922,79.26347111,45.30875104,48.1400568,0.8324,953.05,0.63,0.5,0,0,19,28849,0.950302715,0.023,79.56174947,1.22,72.14063433,0.45,58.09,0,8046,Moderate,2.89E-05,0.928445752,0.000658602,0.565,0,79.97144273,32.80895532,61.65437552,8.865419883,0.682295082,0.755552075
SYN_SUP_18456,SYN_COM_18456,Synthetic Supplier 18456,Synthetic Commodity 18456,Brazil,South America,1,Agriculture,67.60417275,65.71065659,68.07459824,55.2152654,0.5021,999.12,0.49,0.23,0,1,7,8855,0.914036722,0.024,66.7303214,1.06,53.68598375,0.81,64.21,1,4370,Low,5.67E-05,0.892099841,0.000790514,0.36,0,64.79103954,40.56250365,80.23729912,14.99576555,0.473679245,0.519168977
SYN_SUP_18457,SYN_COM_18457,Synthetic Supplier 18457,Synthetic Commodity 18457,India,Asia-Pacific,2,Agriculture,56.96671652,39.84616633,58.71507317,33.9257984,0.6062,739.64,0.49,0.4,0,1,40,23944,0.880099405,0.025,72.92449944,1.17,49.64329269,0.23,68.66,0,4215,Moderate,2.53E-05,0.85809692,0.001670565,0.445,0,72.76664922,34.18002991,63.95753659,9.261089909,0.518119658,0.534923814
SYN_SUP_18458,SYN_COM_18458,Synthetic Supplier 18458,Synthetic Commodity 18458,Brazil,South America,2,Agriculture,67.89042189,43.96676561,66.04191516,80.1622511,0.1039,1081.01,0.62,0.76,0,1,26,39482,0.866304627,0.022,65.16425866,1.06,76.11640855,0.56,90.57,1,11300,Moderate,2.63E-06,0.847245925,0.000658528,0.69,0,54.73585234,40.73425313,74.22095758,14.99576555,0.098018868,0.381376673
SYN_SUP_18459,SYN_COM_18459,Synthetic Supplier 18459,Synthetic Commodity 18459,USA,North America,2,Chemicals,56.7206138,48.30707423,80.2076647,63.08452908,0.8878,1143.11,0.73,0.32,0,0,34,12656,0.832469594,0.051,78.91507617,0.85,77.63934073,0.73,58.47,1,3529,Moderate,7.01E-05,0.790013644,0.002686473,0.525,0,75.09278517,34.03236828,84.70383235,8.865419883,1.044470588,0.764868406
SYN_SUP_18460,SYN_COM_18460,Synthetic Supplier 18460,Synthetic Commodity 18460,China,Asia-Pacific,3,Chemicals,66.89620828,72.50102026,76.39054798,46.78516548,0.4247,903.47,0.61,0.55,0,0,15,40782,0.855454304,0.017,51.84980751,1.43,53.68211288,0.36,62.2,1,2064,Low,1.04E-05,0.84091158,0.000367809,0.58,0,68.6538271,40.13772497,75.39527399,25.09000292,0.296993007,0.427279294
SYN_SUP_18461,SYN_COM_18461,Synthetic Supplier 18461,Synthetic Commodity 18461,Japan,Asia-Pacific,2,Electronics,58.62361714,87.24345484,77.52647449,62.71576411,0.5216,1407.93,0.75,0.38,2,0,16,9888,0.872970687,0.05,81.66030782,1.27,48.09493518,0.17,55.89,1,9310,Moderate,5.28E-05,0.829322153,0.001618123,0.565,0.451484682,54.90506733,61.84083695,72.16323724,27.64600311,0.410708661,0.663405764
SYN_SUP_18462,SYN_COM_18462,Synthetic Supplier 18462,Synthetic Commodity 18462,USA,North America,2,Metals,61.58755033,63.20393061,57.92756784,68.67269376,0.2813,338.43,0.59,0.32,2,1,14,40571,0.95436313,0.046,80.9470122,1.33,99.80933804,0.79,56.91,3,9258,Moderate,6.93E-06,0.910462426,0.000345074,0.455,0.491328088,48.76019072,63.61919686,74.76378392,8.865419883,0.211503759,0.334088595
SYN_SUP_18463,SYN_COM_18463,Synthetic Supplier 18463,Synthetic Commodity 18463,China,Asia-Pacific,2,Agriculture,53.56057754,50.43792467,64.55523824,49.65302316,0.4365,1445.82,0.35,0.64,2,0,40,11772,0.856660691,0.024,46.55759038,0.96,55.74856938,0.77,72.63,4,6511,Moderate,3.71E-05,0.836100834,0.003397893,0.495,0.259512268,49.89963119,58.80301319,77.67761912,25.09000292,0.4546875,0.583741861
SYN_SUP_18464,SYN_COM_18464,Synthetic Supplier 18464,Synthetic Commodity 18464,China,Asia-Pacific,3,Metals,70.26419626,82.59176389,66.43369898,62.56525129,0.8922,1207.16,0.73,0.39,3,1,47,3872,0.872972886,0.013,92.31935374,1.54,57.55130193,0.86,78.54,0,7429,Moderate,0.000230424,0.861624239,0.01213843,0.56,0.795445929,55.81253131,82.15851775,80.41684949,25.09000292,0.579350649,0.827518936
SYN_SUP_18465,SYN_COM_18465,Synthetic Supplier 18465,Synthetic Commodity 18465,Indonesia,Asia-Pacific,3,Chemicals,74.97759712,93.5690589,71.92496305,41.01697447,0.4914,285.99,0.58,0.44,0,1,41,32447,0.868593386,0.018,99.27125166,1.43,72.83945248,0.39,72.07,3,10121,Low,1.51E-05,0.852958705,0.001263599,0.51,0,67.49284101,44.98655827,73.76248153,35.15983525,0.343636364,0.46193736
SYN_SUP_18466,SYN_COM_18466,Synthetic Supplier 18466,Synthetic Commodity 18466,Japan,North America,1,Chemicals,75.29617978,52.08819088,76.56057457,92.11684022,0.9376,771.59,0.25,0.36,1,1,47,9871,0.912909936,0.027,99.54681797,0.23,88.97408358,0.12,58.3,0,6964,Low,9.50E-05,0.888261368,0.004761422,0.305,0.294745309,52.20300375,58.5110412,70.68028728,18.3849132,4.076521739,0.77378711
SYN_SUP_18467,SYN_COM_18467,Synthetic Supplier 18467,Synthetic Commodity 18467,Malaysia,Asia-Pacific,3,Electronics,67.84326043,76.06577579,44.65483529,57.85198651,0.8628,743.79,0.72,0.41,0,0,39,31176,0.900488648,0.052,62.7003529,0.96,71.7474041,0.53,72.9,1,8401,Low,2.77E-05,0.853663238,0.001250962,0.565,0,72.22485885,40.70595626,62.92741765,19.51874501,0.89875,0.742152401
SYN_SUP_18468,SYN_COM_18468,Synthetic Supplier 18468,Synthetic Commodity 18468,India,Asia-Pacific,2,Electronics,54.44195442,61.09745512,52.73348206,60.39338466,0.7365,1105.2,0.68,0.66,3,1,48,33983,0.894678958,0.048,90.0581786,1.01,58.86845853,0.42,67.15,1,881,Moderate,2.17E-05,0.851734368,0.001412471,0.67,0.767056458,49.50781595,72.66517265,64.76674103,9.261089909,0.729207921,0.63430503
SYN_SUP_18469,SYN_COM_18469,Synthetic Supplier 18469,Synthetic Commodity 18469,USA,Asia-Pacific,1,Metals,71.49464378,64.9548679,78.20323649,71.20944606,0.8837,1224.49,0.63,0.72,0,1,28,44356,0.834380856,0.035,77.00025175,1.06,85.36426049,0.61,63.43,0,5426,Low,1.99E-05,0.805177526,0.000631256,0.675,0,72.96937468,42.89678627,81.30161825,18.12650979,0.833679245,0.800261822
SYN_SUP_18470,SYN_COM_18470,Synthetic Supplier 18470,Synthetic Commodity 18470,China,Asia-Pacific,3,Metals,67.41853604,100,66.30051865,78.78444106,0.6718,1078.22,0.5,0.57,3,1,41,6849,0.867153455,0.028,73.54281433,1.68,48.60366778,0.62,59.24,0,1632,Low,9.81E-05,0.842873158,0.005986275,0.535,0.619872642,53.39851239,80.45112162,75.55025933,25.09000292,0.399880952,0.600259447
SYN_SUP_18471,SYN_COM_18471,Synthetic Supplier 18471,Synthetic Commodity 18471,Japan,Asia-Pacific,3,Electronics,66.10766803,48.66178681,80.9960239,56.07384751,0.2275,143.02,0.67,0.44,3,1,21,43494,0.863945062,0.05,68.3499852,1.12,97.62500182,0.83,66.16,1,5951,Moderate,5.23E-06,0.820747809,0.000482825,0.555,0.560981006,34.34981619,79.66460082,87.09801195,27.64600311,0.203125,0.226583767
SYN_SUP_18472,SYN_COM_18472,Synthetic Supplier 18472,Synthetic Commodity 18472,Brazil,South America,2,Chemicals,50.88109257,80.01288042,84.49760804,91.83413587,0.6942,600.96,0.48,0.62,1,0,41,15549,0.853546552,0.011,86.40398765,1.38,71.91032923,0.3,71.28,0,11345,Low,4.46E-05,0.84415754,0.002636826,0.55,0.243128592,71.91328427,43.86198888,78.24880402,14.99576555,0.503043478,0.653314975
SYN_SUP_18473,SYN_COM_18473,Synthetic Supplier 18473,Synthetic Commodity 18473,japan,Asia-Pacific,3,Electronics,61.0500102,50.10003246,55.82646897,79.51827335,0.8131,1328.43,0.48,0.3,2,1,7,20622,0.952267229,0.014,88.37701965,1.45,44.92296669,0.83,67.04,2,4310,Moderate,3.94E-05,0.938935488,0.000339443,0.39,0.553202134,64.04332976,63.29667279,74.51323448,100,0.560758621,0.76182033
SYN_SUP_18474,SYN_COM_18474,Synthetic Supplier 18474,Synthetic Commodity 18474,Malaysia,Asia-Pacific,3,Agriculture,72.2127056,66.37883564,89.99732602,91.99528239,0.4186,1158.82,0.52,0.22,0,1,49,18038,0.790307649,0.043,58.86466091,1.1,95.74908911,0.64,63.42,0,6007,Low,2.32E-05,0.75632442,0.002716487,0.37,0,61.69055304,43.32762336,87.79866301,19.51874501,0.380545455,0.517168125
SYN_SUP_18475,SYN_COM_18475,Synthetic Supplier 18475,Synthetic Commodity 18475,India,Asia-Pacific,3,Agriculture,53.37213128,59.98067569,55.58796354,63.1733883,0.708,778.64,0.68,0.72,0,1,15,14381,0.915584713,0.056,93.2180929,0.82,98.84752297,0.64,85.98,1,9227,Moderate,4.92E-05,0.864311969,0.001043043,0.7,0,71.31975405,32.02327877,70.59398177,9.261089909,0.863414634,0.665653818
SYN_SUP_18476,SYN_COM_18476,Synthetic Supplier 18476,Synthetic Commodity 18476,Brazil,South America,3,Metals,50.06833693,44.54550965,50.16753934,50.67358926,0.3212,607.61,0.61,0.6,0,1,12,18477,0.927229886,0.052,67.42447171,1.45,58.41165551,0.7,89.66,2,1161,Moderate,1.74E-05,0.879013932,0.000649456,0.605,0,72.25608208,30.04100216,69.08376967,14.99576555,0.221517241,0.302808039
SYN_SUP_18477,SYN_COM_18477,Synthetic Supplier 18477,Synthetic Commodity 18477,Brazil,South America,3,Agriculture,57.70677016,60.43802269,60.45770677,50.14382495,0.0862,819.4,0.61,0.03,0,1,10,40193,0.831290611,0.034,88.97777987,0.67,77.80780996,0.67,53.53,0,4712,Moderate,2.14E-06,0.80302673,0.0002488,0.32,0,52.00763044,34.6240621,73.62885339,14.99576555,0.128656716,0.242921623
SYN_SUP_18478,SYN_COM_18478,Synthetic Supplier 18478,Synthetic Commodity 18478,Indonesia,Asia-Pacific,3,Metals,61.68104968,44.96135441,54.40358542,38.72965831,0.2637,1104.65,0.88,0.51,2,0,9,26776,0.912433686,0.03,22.19916697,1.83,63.18824576,0.75,80.37,0,10168,Moderate,9.85E-06,0.885060675,0.000336122,0.695,0.130984065,55.78746594,63.67529648,72.20179271,35.15983525,0.144098361,0.467122892
SYN_SUP_18479,SYN_COM_18479,Synthetic Supplier 18479,Synthetic Commodity 18479,Brazil,South America,3,Electronics,52.03704088,57.52028352,45.47753853,55.40367317,0.644,1184.37,0.6,0.35,1,0,39,32442,0.925424578,0.024,54.22469641,1.22,73.19478939,0.19,86.45,4,10960,Moderate,1.99E-05,0.903214388,0.001202145,0.475,0.163255087,67.85370236,44.55555786,56.53876926,14.99576555,0.527868852,0.71899735
SYN_SUP_18480,SYN_COM_18480,Synthetic Supplier 18480,Synthetic Commodity 18480,Indonesia,Asia-Pacific,2,Agriculture,67.46140524,40.29152674,45.49855423,44.99886165,0.4034,1087.28,0.65,0.78,2,0,32,44357,0.81531883,0.019,94.6738076,1.09,87.2146707,0.46,61.35,3,7801,Moderate,9.09E-06,0.799827773,0.000721419,0.715,0.504818271,46.1568415,67.14350981,61.94927711,35.15983525,0.370091743,0.518230368
SYN_SUP_18481,SYN_COM_18481,Synthetic Supplier 18481,Synthetic Commodity 18481,Japan,Asia-Pacific,2,Agriculture,67.23271132,57.74732619,82.92201173,64.42204489,0.5586,704.78,0.6,0.4,2,0,33,2262,0.936675827,0.038,100,1.15,87.37535729,0.49,58.76,1,11622,Low,0.00024695,0.901082145,0.014588859,0.5,0.60072143,51.01688437,67.00629346,81.26100586,27.64600311,0.48573913,0.593341067
SYN_SUP_18482,SYN_COM_18482,Synthetic Supplier 18482,Synthetic Commodity 18482,Indonesia,Asia-Pacific,2,Metals,82.59214124,81.00773157,90.66618124,85.06782586,0.3512,1453.25,0.43,0.61,0,1,45,38231,0.854932232,0.039,63.72864468,1.59,49.86418467,0.59,81.32,1,3441,Low,9.19E-06,0.821589875,0.001177055,0.52,0,63.72275057,49.55528474,87.13309062,35.15983525,0.220880503,0.49530149
SYN_SUP_18483,SYN_COM_18483,Synthetic Supplier 18483,Synthetic Commodity 18483,Malaysia,Asia-Pacific,3,Electronics,60.94755991,63.92038235,48.06565678,66.97743416,0.7666,1261.68,0.69,0.86,2,1,37,30459,0.891320853,0.045,47.03675674,0.93,80.27413643,0.72,74.51,2,9756,Moderate,2.52E-05,0.851211415,0.001214748,0.775,0.266921495,55.11668737,63.23520261,68.43282839,19.51874501,0.824301075,0.790777506
SYN_SUP_18484,SYN_COM_18484,Synthetic Supplier 18484,Synthetic Commodity 18484,Malaysia,Asia-Pacific,2,Electronics,62.82502553,64.55283903,59.72853476,46.01785086,0.7763,1051.53,0.71,0.55,2,1,42,38878,0.893194507,0.032,74.11818496,1,63.27164334,0.18,74,0,4705,Moderate,2.00E-05,0.864612283,0.001080302,0.63,0.427223287,55.7520744,64.36168198,63.46426738,19.51874501,0.7763,0.696935211
SYN_SUP_18485,SYN_COM_18485,Synthetic Supplier 18485,Synthetic Commodity 18485,Malaysia,Asia-Pacific,2,Agriculture,72.36976328,66.8342955,87.32388279,84.86433751,0.6673,958.77,0.7,0.87,0,1,33,11780,0.883376727,0.038,61.16997354,0.67,41.64170038,0.33,58.42,1,4304,Low,5.66E-05,0.849808412,0.002801358,0.785,0,61.40308285,43.42185797,80.2619414,19.51874501,0.995970149,0.610500178
SYN_SUP_18486,SYN_COM_18486,Synthetic Supplier 18486,Synthetic Commodity 18486,Indonesia,Asia-Pacific,3,Electronics,74.14716473,100,72.86636867,72.83707671,0.7074,1162.39,0.55,0.59,2,1,26,12859,0.945366696,0.032,80.26534411,1.46,46.55105367,0.29,81.45,1,10678,Low,5.50E-05,0.915114961,0.00202193,0.57,0.489680115,56.96682568,71.1549655,72.23318434,35.15983525,0.484520548,0.749705549
SYN_SUP_18487,SYN_COM_18487,Synthetic Supplier 18487,Synthetic Commodity 18487,Brazil,South America,3,Electronics,57.32650069,49.72176379,54.8735413,56.0209109,0.9055,856.11,0.68,0.03,0,1,13,28298,0.817676595,0.035,93.91100353,1.16,96.75627422,0.29,83.76,0,6141,Moderate,3.20E-05,0.789057915,0.000459396,0.355,0,79.97322476,34.39590042,63.23677065,14.99576555,0.780603448,0.758774188
SYN_SUP_18488,SYN_COM_18488,Synthetic Supplier 18488,Synthetic Commodity 18488,Japan,Asia-Pacific,3,Agriculture,70.01054203,54.51554529,64.59424002,52.9238556,0.9714,1462.27,0.61,0.6,0,1,38,26902,0.935685202,0.062,83.37830764,1.07,70.60477004,0.45,65.14,1,4193,Moderate,3.61E-05,0.87767272,0.001412534,0.605,0,75.83131029,42.00632522,71.29712001,27.64600311,0.907850467,0.878418313
SYN_SUP_18489,SYN_COM_18489,Synthetic Supplier 18489,Synthetic Commodity 18489,Malaysia,Asia-Pacific,3,Agriculture,62.84583344,79.97013512,49.83856793,60.51702456,0.5001,1015.52,0.84,0.69,0,1,33,44945,0.906842329,0.011,65.61585549,0.22,99.15695703,0.57,51.03,1,6948,Moderate,1.11E-05,0.896867063,0.000734231,0.765,0,53.8064583,37.70750007,66.31928397,19.51874501,2.273181818,0.553163159
