Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification,Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name
Brazil,South America,2,Metals,62.754030792249836,84.4242900720461,48.63530759275291,72.6914749076837,0.7798,811.17,0.58,0.45,2,1,46,32192,0.9355485597052073,0.038,97.36350544680815,0.77,74.19078306445668,0.65,67.51,1,9891,Moderate,SYN_SUP_15208,SYN_COM_15208,Synthetic Supplier 15208,Synthetic Commodity 15208
India,Asia-Pacific,3,Agriculture,54.83869548360876,51.45837064795785,39.38141819035689,41.58532202484127,0.4756,1180.04,0.56,0.63,0,1,44,41539,0.8517551206496825,0.041,92.84498268495585,0.74,91.13180385575767,0.55,60.8,3,733,Moderate,SYN_SUP_15209,SYN_COM_15209,Synthetic Supplier 15209,Synthetic Commodity 15209
malaysia,North America,3,Agriculture,63.808514599512094,77.65726617985469,83.62990437442802,75.70483415192147,0.5971,1075.88,0.3,0.12,0,1,9,24467,0.9005830032680473,0.049,67.77616055155445,1.17,42.13427903610194,0.31,60.97,1,8457,Moderate,SYN_SUP_15210,SYN_COM_15210,Synthetic Supplier 15210,Synthetic Commodity 15210
Japan,Asia-Pacific,3,Electronics,54.40840438487169,46.08451655483509,58.96184159344384,49.382329655077186,0.7655,1123.85,0.6,0.44,0,1,15,29775,0.9428450716244016,0.04,92.07608271021286,0.94,63.53949058712121,0.39,57.64,2,11796,Moderate,SYN_SUP_15211,SYN_COM_15211,Synthetic Supplier 15211,Synthetic Commodity 15211
USA,North America,2,Chemicals,58.250472374510785,62.79551320996841,63.92789521647267,48.120862189896584,0.7237,1121.9,0.64,0.54,0,1,17,13355,0.8572109114512544,0.022,79.05245309667401,0.86,99.24326246421116,0.51,60.93,1,10672,Moderate,SYN_SUP_15212,SYN_COM_15212,Synthetic Supplier 15212,Synthetic Commodity 15212
Japan,Asia-Pacific,2,Agriculture,65.54934139865452,70.22884763769976,61.01476480693044,71.94417141073767,0.8896,641.7,0.51,0.45,0,1,12,14473,0.9069849324423112,0.027,52.26498462452841,1.16,35.74840317642677,0.34,82.13,0,9340,Moderate,SYN_SUP_15213,SYN_COM_15213,Synthetic Supplier 15213,Synthetic Commodity 15213
Indonesia,Asia-Pacific,2,Agriculture,64.04703854257265,55.48615226575309,53.72381621891425,48.892578823999855,0.7377,1010.62,0.66,0.68,2,1,46,18204,0.9090224391175534,0.047,54.06419867129458,0.65,57.31050056569477,0.52,72.93,2,6788,Moderate,SYN_SUP_15214,SYN_COM_15214,Synthetic Supplier 15214,Synthetic Commodity 15214
Brazil,South America,2,Agriculture,61.61006098429698,50.4949606777362,64.78901845248082,42.103120574829596,0.6475,807.2,0.62,0.62,0,1,21,35368,0.9418618112145898,0.006,85.9627198332112,0.68,80.443923078803,0.45,74.66,1,10118,Moderate,SYN_SUP_15215,SYN_COM_15215,Synthetic Supplier 15215,Synthetic Commodity 15215
Japan,Asia-Pacific,3,Agriculture,59.37315319148228,58.52355981452536,64.36927318790356,49.25472695810843,0.9091,407.82,0.58,0.7,1,1,28,13171,0.952141655980252,0.03,72.76232972394178,1.28,91.28817407093837,0.73,70.07,1,3619,Moderate,SYN_SUP_15216,SYN_COM_15216,Synthetic Supplier 15216,Synthetic Commodity 15216
USA,North America,2,Chemicals,56.84078898882303,31.594635428530033,51.06862502047551,54.80776312336158,0.2707,893.04,0.43,0.03,0,1,10,5073,0.8841224390724735,0.021,67.95035133546244,1.08,64.84330517088314,0.65,68.2,0,4226,Moderate,SYN_SUP_15217,SYN_COM_15217,Synthetic Supplier 15217,Synthetic Commodity 15217
Malaysia,South America,3,Electronics,53.45813652078437,64.57341271961279,53.15427403120476,56.863748126879685,0.9701,1168.54,0.67,0.45,0,1,44,25965,0.8507764783348735,0.038,91.13157538253775,0.63,52.104052294077405,0.84,75.13,2,4726,Moderate,SYN_SUP_15218,SYN_COM_15218,Synthetic Supplier 15218,Synthetic Commodity 15218
Brazil,South America,3,Food & Beverage,61.31547623353276,44.23994182815048,46.88969765088557,70.17356562136915,0.4385,640.9,0.63,0.05,0,1,31,18866,0.8537122703561917,0.056,73.05561094742507,0.2,78.24708045844272,0.55,77.86,1,969,Moderate,SYN_SUP_15219,SYN_COM_15219,Synthetic Supplier 15219,Synthetic Commodity 15219
Brazil,South America,2,Metals,75.49511415145287,42.208660143455646,64.48019816965551,66.63376253941155,0.2538,216.4,0.71,0.4,0,0,45,35438,0.9517862591963089,0.03,62.319369272042856,1.34,74.1012590216024,0.48,71.89,0,9000,Moderate,SYN_SUP_15220,SYN_COM_15220,Synthetic Supplier 15220,Synthetic Commodity 15220
Indonesia,South America,3,Food & Beverage,54.19043739664099,73.800203751815,48.88442609546483,67.86156009601747,0.7798,1403.01,0.55,0.07,0,1,37,35504,0.8704831624911008,0.04,93.0377048772211,1.34,90.69309938367054,0.87,71.1,2,9920,Moderate,SYN_SUP_15221,SYN_COM_15221,Synthetic Supplier 15221,Synthetic Commodity 15221
Japan,Asia-Pacific,1,Agriculture,55.473459057671995,50.531363199988796,41.70684949862814,58.831360241698,0.4979,1122.29,0.59,0.66,0,1,25,6739,0.9017243766355948,0.034,68.24638448329135,1.47,62.62976491573385,0.36,74.22,3,6736,Moderate,SYN_SUP_15222,SYN_COM_15222,Synthetic Supplier 15222,Synthetic Commodity 15222
Indonesia,Asia-Pacific,2,Electronics,68.6029038175448,86.87050991393102,53.93532578115681,76.79596184771717,0.4295,1116.6,0.59,0.22,2,0,46,14540,0.851501371089586,0.026,85.06126154816249,0.29,71.1849060984787,0.11,51.31,1,5086,Low,SYN_SUP_15223,SYN_COM_15223,Synthetic Supplier 15223,Synthetic Commodity 15223
USA,South America,3,Electronics,77.6972842046843,98.32955389570843,74.87958993722988,60.36052748393694,0.8582,998.23,0.4,0.54,1,1,41,10636,0.9204507279047117,0.023,77.77831769630237,0.85,88.18233166075454,0.48,57.75,1,2317,Moderate,SYN_SUP_15224,SYN_COM_15224,Synthetic Supplier 15224,Synthetic Commodity 15224
Indonesia,Asia-Pacific,2,Agriculture,56.847042218325576,54.83872429663943,57.281294814407005,46.77168846230993,0.8129,976.47,0.27,0.37,0,1,22,19335,0.8336553033038812,0.049,69.31256346659781,1.27,46.847785203542436,0.11,56.97,2,4654,Moderate,SYN_SUP_15225,SYN_COM_15225,Synthetic Supplier 15225,Synthetic Commodity 15225
Japan,Asia-Pacific,3,Metals,60.377568472709896,73.611360233714,59.52778639760299,67.06284605734908,0.3433,690.92,0.5,0.1,0,1,18,13325,0.9181166267658497,0.037,58.6555075161378,1.39,98.48433025792164,0.83,84.9,1,9550,Low,SYN_SUP_15226,SYN_COM_15226,Synthetic Supplier 15226,Synthetic Commodity 15226
India,Asia-Pacific,2,Metals,58.319036890618904,60.29433425857957,46.691041333596665,48.14211748386692,0.883,1185.9,0.61,0.35,3,1,41,36503,0.8807629750197411,0.018,70.41287475676272,1.1,92.08828295411183,0.85,59.52,1,8659,Moderate,SYN_SUP_15227,SYN_COM_15227,Synthetic Supplier 15227,Synthetic Commodity 15227
Brazil,Asia-Pacific,2,Metals,78.48357443131985,99.10269276973906,97.25018368027933,60.732060703085324,0.4503,1416.29,0.72,0.0,2,1,8,13442,0.8821839320801561,0.029,70.11338302371801,0.2,74.77147356444509,0.22,57.18,1,3646,Low,SYN_SUP_15228,SYN_COM_15228,Synthetic Supplier 15228,Synthetic Commodity 15228
Indonesia,Asia-Pacific,3,Agriculture,58.093224941831835,56.850401346703826,54.28723472303813,49.19966711438665,0.4499,1316.28,0.68,0.31,2,1,17,10360,0.9612164528387811,0.037,59.01059702321225,1.07,86.29557263486666,0.47,52.58,2,6685,Moderate,SYN_SUP_15229,SYN_COM_15229,Synthetic Supplier 15229,Synthetic Commodity 15229
USA,North America,3,Metals,45.26492432033379,60.238414019604996,77.70578119365882,64.06595415457564,0.4506,1195.58,0.73,0.22,0,1,37,18149,0.9732038836728301,0.024,68.34076039392694,1.33,64.65701330969067,0.12,83.44,0,7393,Moderate,SYN_SUP_15230,SYN_COM_15230,Synthetic Supplier 15230,Synthetic Commodity 15230
USA,North America,2,Food & Beverage,71.69477797572841,87.70199972890595,64.58896359121718,88.0177235204348,0.2986,465.28,0.43,0.27,0,1,29,37679,0.964243999007353,0.051,82.16750210652174,0.9,72.08409043640037,0.62,88.9,0,3658,Low,SYN_SUP_15231,SYN_COM_15231,Synthetic Supplier 15231,Synthetic Commodity 15231
Malaysia,Asia-Pacific,1,Agriculture,74.34847536245945,71.61828377973664,53.59502533316315,59.44434764724362,0.4955,1422.61,0.49,0.57,0,1,49,16537,0.8325429479969799,0.023,47.42669691091464,0.74,79.09672518644072,0.82,55.64,1,10064,Low,SYN_SUP_15232,SYN_COM_15232,Synthetic Supplier 15232,Synthetic Commodity 15232
China,Asia-Pacific,3,Agriculture,37.365,61.74566766563422,48.46971326127184,31.490516396411472,0.4882,707.55,0.71,0.65,0,1,36,20836,0.925039422450788,0.016,69.9677487845396,1.54,72.4718033606273,0.32,50.08,1,7464,High,SYN_SUP_15233,SYN_COM_15233,Synthetic Supplier 15233,Synthetic Commodity 15233
Brazil,South America,2,Electronics,74.97340983001416,84.37170862633295,72.29304266223468,62.74418501299983,0.5774,155.9,0.79,0.37,0,0,35,9645,0.9452201210607045,0.054,51.84544529571887,1.47,55.105100468440476,0.48,69.83,2,9721,Moderate,SYN_SUP_15234,SYN_COM_15234,Synthetic Supplier 15234,Synthetic Commodity 15234
Indonesia,Asia-Pacific,2,Agriculture,57.363031211706215,75.47831038405798,77.03984102624536,52.523267588213486,0.5498,1372.72,0.77,0.38,3,0,21,44652,0.8751660594626964,0.036,60.93615885625536,0.73,58.876619555817356,0.81,70.33,1,4340,Low,SYN_SUP_15235,SYN_COM_15235,Synthetic Supplier 15235,Synthetic Commodity 15235
India,Asia-Pacific,1,Metals,60.59362732250981,59.518162506709466,63.87492372389741,64.52233153707792,0.3601,428.28,0.72,0.4,2,0,40,37347,0.9054190488582223,0.04,55.70075409281235,1.36,74.86297822016469,0.27,77.46,1,954,Moderate,SYN_SUP_15236,SYN_COM_15236,Synthetic Supplier 15236,Synthetic Commodity 15236
Indonesia,Asia-Pacific,3,Metals,67.7507640072755,74.86247227508792,75.19791721279337,83.42055457545851,0.273,648.05,0.66,0.78,0,1,14,10464,0.9249886864938638,0.001,87.9731459737352,0.88,52.01901851893962,0.54,71.85,3,1104,Moderate,SYN_SUP_15237,SYN_COM_15237,Synthetic Supplier 15237,Synthetic Commodity 15237
Indonesia,South America,3,Electronics,58.07463338619974,45.62045739192136,47.085573087459025,34.534118696708056,0.8228,134.32,0.68,0.34,1,0,39,3030,0.9199208879008599,0.033,99.80118423661844,1.12,51.81917605412738,0.28,76.82,2,738,Moderate,SYN_SUP_15238,SYN_COM_15238,Synthetic Supplier 15238,Synthetic Commodity 15238
Malaysia,Asia-Pacific,2,Metals,56.689166506258054,59.91901753811901,50.019494431949994,22.631812388325002,0.5529,1041.01,0.7,0.85,2,1,16,15768,0.8648985720687474,0.038,97.15193916026132,0.2,79.88418053663558,0.12,74.24,1,2502,Moderate,SYN_SUP_15239,SYN_COM_15239,Synthetic Supplier 15239,Synthetic Commodity 15239
China,Asia-Pacific,2,Agriculture,67.41721587655155,56.26080915648445,98.55340124004084,72.66186091135756,0.5231,857.45,0.73,0.53,2,1,40,3733,0.8806941166740907,0.036,99.3418388363924,0.99,85.2830069300939,0.47,41.22,1,9235,Low,SYN_SUP_15240,SYN_COM_15240,Synthetic Supplier 15240,Synthetic Commodity 15240
Brazil,South America,3,Electronics,62.59167490774969,55.30408699405431,54.95154402716764,70.8652986133529,0.5566,826.04,0.6,0.35,1,1,31,20975,0.8950970580138287,0.024,65.98130456080831,0.23,86.74280629740312,0.51,60.38,2,9996,Moderate,SYN_SUP_15241,SYN_COM_15241,Synthetic Supplier 15241,Synthetic Commodity 15241
India,North America,3,Agriculture,67.24779589388606,95.45029176783977,87.29894052522694,79.65757986586084,0.5419,174.39,0.62,0.78,0,1,31,38253,0.9095350695335188,0.026,78.86760415241582,1.25,92.42928957762616,0.82,58.75,1,1222,Low,SYN_SUP_15242,SYN_COM_15242,Synthetic Supplier 15242,Synthetic Commodity 15242
Japan,South America,2,Metals,59.156542412102624,72.46571415165934,63.24135138633893,50.782398982528065,0.7813,1197.11,0.67,0.84,0,1,42,3106,0.8807180763605187,0.011,59.841286065778895,1.07,97.52531258693631,0.6,61.57,1,833,Moderate,SYN_SUP_15243,SYN_COM_15243,Synthetic Supplier 15243,Synthetic Commodity 15243
Indonesia,Asia-Pacific,3,Agriculture,65.5002502159838,71.86202285091305,67.86218532295153,50.74319544960844,0.373,222.49,0.69,0.2,0,0,41,46110,0.944772556672638,0.053,68.10125236503247,1.43,62.08321178838427,0.77,60.74,0,383,Moderate,SYN_SUP_15244,SYN_COM_15244,Synthetic Supplier 15244,Synthetic Commodity 15244
Malaysia,Asia-Pacific,3,Food & Beverage,65.6669212976119,65.3749058031395,53.989023238920176,72.47251952215115,0.7419,1145.89,0.71,0.46,2,0,33,34025,0.9464152685890599,0.033,43.14477882806395,0.74,98.7407825465208,0.24,70.0,1,1327,Moderate,SYN_SUP_15245,SYN_COM_15245,Synthetic Supplier 15245,Synthetic Commodity 15245
USA,North America,2,Chemicals,55.86739351111902,45.03628714455201,66.06761933516623,55.98345018472665,0.7595,373.58,0.72,0.01,0,1,45,4957,0.9268300319452881,0.026,64.86083772903892,1.24,72.31086783368725,0.79,77.49,3,10004,Moderate,SYN_SUP_15246,SYN_COM_15246,Synthetic Supplier 15246,Synthetic Commodity 15246
Japan,Asia-Pacific,3,Agriculture,78.8535064611686,57.00387899252324,78.13006335658349,54.22249676022141,0.6451,802.45,0.57,0.48,2,1,25,26227,0.8440436911173174,0.04,74.51267875703795,0.96,91.15432357354024,0.72,87.46,1,1171,Low,SYN_SUP_15247,SYN_COM_15247,Synthetic Supplier 15247,Synthetic Commodity 15247
China,Asia-Pacific,3,Metals,67.84215650612688,96.33732072959037,76.65485848647452,98.84500404777295,0.2741,970.81,0.6,0.56,3,0,33,34343,0.8726160268778693,0.013,83.90233875078466,0.69,76.0139943960227,0.66,61.87,1,11296,Low,SYN_SUP_15248,SYN_COM_15248,Synthetic Supplier 15248,Synthetic Commodity 15248
Malaysia,Asia-Pacific,2,Electronics,66.58903543315277,85.77922996004753,59.80518379285544,70.99299706188982,0.5304,100.68,0.25,0.23,2,1,44,10135,0.8848693304859733,0.025,89.96595792854916,1.01,74.83213534548234,0.82,69.43,1,11752,Low,SYN_SUP_15249,SYN_COM_15249,Synthetic Supplier 15249,Synthetic Commodity 15249
China,Asia-Pacific,3,Electronics,40.69335922099769,49.11493785606568,47.34629033795844,23.87212899424216,0.5498,441.19,0.62,0.72,3,0,48,31662,0.8598461292005528,0.027,67.44685369703778,0.99,70.52657882841602,0.65,79.37,3,10272,High,SYN_SUP_15250,SYN_COM_15250,Synthetic Supplier 15250,Synthetic Commodity 15250
Malaysia,Asia-Pacific,2,Agriculture,57.372419357735936,41.81314088005109,70.28483900112043,41.13327516932605,0.9846,1365.85,0.63,0.48,1,1,41,43682,0.9304766197573764,0.043,68.53622042759797,0.96,62.58396750855692,0.72,65.26,1,10871,Moderate,SYN_SUP_15251,SYN_COM_15251,Synthetic Supplier 15251,Synthetic Commodity 15251
China,Asia-Pacific,3,Chemicals,77.29447719516483,56.87052809812165,67.54472970366189,78.20979197302053,0.8409,598.89,0.62,0.48,1,1,7,28352,0.8830187093545493,0.049,73.3992201693342,1.29,83.59125644380703,0.32,59.61,2,10285,Low,SYN_SUP_15252,SYN_COM_15252,Synthetic Supplier 15252,Synthetic Commodity 15252
India,Asia-Pacific,1,Agriculture,68.63590940794559,85.43857941445306,84.46755929901856,60.44164551175876,0.1589,1127.44,0.54,0.44,2,0,46,22455,0.8486253069587001,0.064,87.33647722841182,0.84,72.93660492431874,0.32,57.72,1,2777,Low,SYN_SUP_15253,SYN_COM_15253,Synthetic Supplier 15253,Synthetic Commodity 15253
Japan,Asia-Pacific,3,Chemicals,61.23612809154397,30.29688084237779,40.72578298371479,54.440421809688196,0.7464,1159.99,0.74,0.4,1,0,38,8456,0.9513757707986346,0.031,59.216080145640575,1.33,77.15475460710483,0.15,68.87,2,6260,Moderate,SYN_SUP_15254,SYN_COM_15254,Synthetic Supplier 15254,Synthetic Commodity 15254
Indonesia,Asia-Pacific,3,Chemicals,72.79996358297652,46.32065458362254,55.686889319385216,71.8316371388139,0.8665,898.6,0.61,0.61,0,0,8,20333,0.825162350747327,0.037,80.07737263507892,0.66,82.4432434819091,0.31,75.07,1,10300,Moderate,SYN_SUP_15255,SYN_COM_15255,Synthetic Supplier 15255,Synthetic Commodity 15255
Japan,Asia-Pacific,2,Agriculture,67.24890977389369,64.08564775238496,83.52269784642165,72.17489136653785,0.1693,645.97,0.49,0.27,0,1,11,8240,0.9034645401377545,0.053,61.47396282533508,0.64,89.34221482727551,0.3,57.96,0,10921,Low,SYN_SUP_15256,SYN_COM_15256,Synthetic Supplier 15256,Synthetic Commodity 15256
Japan,Asia-Pacific,3,Electronics,69.83744447073579,72.30634869926358,85.53117634235053,68.45177341503417,0.0755,1193.43,0.73,0.43,1,1,18,31195,0.8822713722857475,0.038,82.27971779918252,1.43,79.38919702568472,0.56,58.49,0,1530,Low,SYN_SUP_15257,SYN_COM_15257,Synthetic Supplier 15257,Synthetic Commodity 15257
malaysia,Asia-Pacific,1,Agriculture,56.57841962793421,63.716958832949146,47.66524838882974,64.09072321811803,0.1768,706.48,0.69,0.41,2,1,36,13875,0.866148664773853,0.022,100.0,0.63,98.23102362923217,0.86,70.26,0,5618,Low,SYN_SUP_15258,SYN_COM_15258,Synthetic Supplier 15258,Synthetic Commodity 15258
Japan,Asia-Pacific,2,Electronics,53.394424607908086,49.82189617847359,54.092060063021684,28.259144127791338,0.3494,831.03,0.68,0.37,3,1,37,35973,0.8336478217173683,0.038,95.33326361453916,0.59,62.04429010387146,0.69,69.72,3,8761,Moderate,SYN_SUP_15259,SYN_COM_15259,Synthetic Supplier 15259,Synthetic Commodity 15259
India,Asia-Pacific,3,Electronics,56.71015666065471,69.15375299106869,57.76186085608499,64.0452866920563,0.5873,1356.63,0.59,0.57,3,0,27,19974,0.8752846204855669,0.017,81.95019997033268,0.89,60.97383357369888,0.68,57.31,2,9693,Low,SYN_SUP_15260,SYN_COM_15260,Synthetic Supplier 15260,Synthetic Commodity 15260
Malaysia,Asia-Pacific,3,Agriculture,53.68452688435688,61.33871105866482,81.4515145539357,50.196731805182075,0.4602,503.1,0.63,0.63,2,0,14,23870,0.8712768703319527,0.055,68.5576679922171,1.0,98.97574111157029,0.84,69.24,3,9208,Moderate,SYN_SUP_15261,SYN_COM_15261,Synthetic Supplier 15261,Synthetic Commodity 15261
Brazil,South America,2,Agriculture,59.32718974358905,57.86803083352534,58.56801173783899,55.97857280630601,0.5809,242.09,0.43,0.8,0,1,11,47435,0.915473982431637,0.027,69.5415742190658,0.69,63.39598592477169,0.69,67.24,3,1690,Moderate,SYN_SUP_15262,SYN_COM_15262,Synthetic Supplier 15262,Synthetic Commodity 15262
India,Asia-Pacific,3,Agriculture,37.875191766774385,57.5201989611482,32.665191605473325,43.907030172493435,0.1192,365.15,0.84,0.45,0,1,33,10011,0.9370046814854686,0.02,85.6146318344368,1.34,80.84320043800867,0.83,86.79,1,7971,High,SYN_SUP_15263,SYN_COM_15263,Synthetic Supplier 15263,Synthetic Commodity 15263
China,Asia-Pacific,1,Electronics,64.78920988298641,65.45884483955474,85.1089555192997,72.95188627961016,0.6119,1046.7,0.67,0.58,1,0,34,22082,0.8303381722783619,0.043,100.0,0.7,77.5890293997718,0.1,74.63,0,9683,Low,SYN_SUP_15264,SYN_COM_15264,Synthetic Supplier 15264,Synthetic Commodity 15264
USA,North America,2,Chemicals,61.91640600476032,63.146489992925694,60.7588637643017,54.643724387261685,0.7193,951.67,0.45,0.84,0,1,40,6706,0.896598847991766,0.034,73.5355228024076,0.81,92.84156119861336,0.52,82.39,1,710,Moderate,SYN_SUP_15265,SYN_COM_15265,Synthetic Supplier 15265,Synthetic Commodity 15265
Brazil,South America,2,Agriculture,55.74235018681214,51.963143833794916,53.805312091782255,39.166097376462304,0.9026,1296.68,0.65,0.65,0,1,42,23675,0.8644478724451555,0.015,89.66222699222754,0.88,77.04468482382656,0.6,48.79,2,9558,Moderate,SYN_SUP_15266,SYN_COM_15266,Synthetic Supplier 15266,Synthetic Commodity 15266
China,Asia-Pacific,3,Electronics,73.30508197656546,99.71707196019445,99.98257617537982,92.3006500994948,0.8088,1385.76,0.64,0.02,3,1,31,16666,0.7944652380587943,0.03,77.96706392637599,0.82,74.1952275563898,0.19,63.6,1,4869,Low,SYN_SUP_15267,SYN_COM_15267,Synthetic Supplier 15267,Synthetic Commodity 15267
Brazil,South America,2,Electronics,72.16880170770779,86.35024769418297,95.57097329307616,81.893242774303,0.8148,1301.9,0.62,0.39,2,0,17,7734,0.8721016684376411,0.047,52.162664859100865,1.14,74.42636521831561,0.7,43.61,1,10173,Moderate,SYN_SUP_15268,SYN_COM_15268,Synthetic Supplier 15268,Synthetic Commodity 15268
USA,North America,3,Agriculture,50.04850281871342,59.66296826441372,53.21213510305122,64.30135699013236,0.3866,165.25,0.58,0.61,2,1,14,23476,0.8991427783990106,0.021,78.23599832342869,0.87,98.37619649601899,0.51,72.18,0,6606,Moderate,SYN_SUP_15269,SYN_COM_15269,Synthetic Supplier 15269,Synthetic Commodity 15269
USA,North America,1,Metals,60.377648747286365,54.494996511663885,48.641416972235334,42.19584548734909,0.5683,171.06,0.61,0.1,0,1,7,15353,0.90355103965925,0.037,73.47614201702284,1.16,36.038930261418095,0.68,71.34,1,4135,Moderate,SYN_SUP_15270,SYN_COM_15270,Synthetic Supplier 15270,Synthetic Commodity 15270
Malaysia,Asia-Pacific,2,Electronics,81.08531341156996,87.00587244400121,94.28317573858013,85.47821431793864,0.586,1286.15,0.59,0.5,2,0,40,12088,0.8902479994156707,0.041,74.51672400548874,1.3,73.72957632169731,0.72,73.02,0,9828,Low,SYN_SUP_15271,SYN_COM_15271,Synthetic Supplier 15271,Synthetic Commodity 15271
India,Asia-Pacific,1,Agriculture,71.75135902444637,63.5262025756362,60.936920480740035,33.68168231051091,0.6112,479.94,0.84,0.44,2,0,19,21472,0.8689297458472759,0.038,70.92918803781221,0.25,76.6877352470779,0.24,83.66,1,3556,Moderate,SYN_SUP_15272,SYN_COM_15272,Synthetic Supplier 15272,Synthetic Commodity 15272
Brazil,South America,3,Electronics,56.593518505270794,56.58148921135255,38.16116501411184,55.73411026665457,0.7707,783.41,0.61,0.73,0,0,34,27384,0.9201772753774915,0.054,93.35916181689038,0.65,64.6554484110261,0.3,70.81,3,9598,Moderate,SYN_SUP_15273,SYN_COM_15273,Synthetic Supplier 15273,Synthetic Commodity 15273
brazil,Asia-Pacific,3,Agriculture,50.32916086161359,56.910731782265685,58.835767897545246,51.51709997647512,0.7729,543.03,0.56,0.7,0,1,45,12858,0.9133248351334952,0.038,56.753200816863135,1.24,99.18861794554108,0.67,80.37,3,4833,Moderate,SYN_SUP_15274,SYN_COM_15274,Synthetic Supplier 15274,Synthetic Commodity 15274
Indonesia,Asia-Pacific,2,Agriculture,67.65041656453516,75.97805732675647,35.58375454714761,65.2098061023102,0.9324,828.38,0.68,0.52,2,1,34,44266,0.949921278463954,0.034,79.79282881693658,1.41,72.89416356249852,0.26,57.45,0,6171,Moderate,SYN_SUP_15275,SYN_COM_15275,Synthetic Supplier 15275,Synthetic Commodity 15275
Brazil,South America,1,Electronics,79.03858954038043,77.2318774497599,81.34564207851385,34.07832107396439,0.8981,170.45,0.68,0.54,2,1,11,37597,0.8822505684894296,0.036,97.4717280068863,1.19,88.6670991571715,0.15,60.3,1,4253,Moderate,SYN_SUP_15276,SYN_COM_15276,Synthetic Supplier 15276,Synthetic Commodity 15276
Brazil,South America,1,Chemicals,66.62513064249383,51.445799747081374,40.89196542043337,71.52067825520061,0.7801,971.83,0.59,0.39,1,1,36,21180,0.8694290411744487,0.044,71.07315775291954,0.24,68.1590651656094,0.51,46.1,0,808,Moderate,SYN_SUP_15277,SYN_COM_15277,Synthetic Supplier 15277,Synthetic Commodity 15277
china,Asia-Pacific,3,Electronics,42.96926034415313,48.06583833452171,54.87076913932398,79.00145066771665,0.5708,839.62,0.6,0.21,3,1,22,25888,0.8760127038415594,0.015,59.09333982438131,0.59,54.802381689099064,0.79,57.33,1,916,Moderate,SYN_SUP_15278,SYN_COM_15278,Synthetic Supplier 15278,Synthetic Commodity 15278
Indonesia,Asia-Pacific,3,Metals,60.72514225435868,56.85191194105458,49.57494157375209,58.096276805858935,0.7025,558.22,0.31,0.29,0,1,23,46899,0.9096605259370237,0.036,58.471714002857986,1.45,70.37827139002913,0.41,64.37,1,8949,Moderate,SYN_SUP_15279,SYN_COM_15279,Synthetic Supplier 15279,Synthetic Commodity 15279
Malaysia,Asia-Pacific,2,Agriculture,69.4826348544782,92.58106857095532,72.80760090738549,74.84326499227402,0.5169,242.65,0.59,0.62,2,0,45,15926,0.8545950324139318,0.058,56.81061691654373,1.62,71.23803074804313,0.79,84.01,1,8668,Low,SYN_SUP_15280,SYN_COM_15280,Synthetic Supplier 15280,Synthetic Commodity 15280
China,Asia-Pacific,1,Metals,77.69914079098024,57.33774496707093,67.50842025742278,72.86092254036743,0.8374,1232.49,0.58,0.42,0,0,11,10268,0.8818273665660391,0.025,79.20180731849148,0.2,54.99301816829669,0.32,73.84,1,1498,Low,SYN_SUP_15281,SYN_COM_15281,Synthetic Supplier 15281,Synthetic Commodity 15281
Indonesia,Asia-Pacific,2,Chemicals,62.66838787951046,55.580327917047015,50.220494793686065,57.607108522891224,0.9404,1233.85,0.67,0.52,2,0,8,34299,0.8549893502141244,0.026,100.0,0.84,84.55060406505068,0.36,73.98,1,1903,Moderate,SYN_SUP_15282,SYN_COM_15282,Synthetic Supplier 15282,Synthetic Commodity 15282
Malaysia,Asia-Pacific,3,Metals,55.406736455536326,82.27032408341046,81.08989414559332,79.7766250623648,0.8551,144.91,0.55,0.54,1,1,42,18150,0.8874415712592622,0.04,55.933344555987084,0.69,74.64239562786838,0.85,65.32,1,10189,Low,SYN_SUP_15283,SYN_COM_15283,Synthetic Supplier 15283,Synthetic Commodity 15283
Indonesia,Asia-Pacific,3,Electronics,63.2565890830868,57.65176363297683,39.940851340066324,37.77245862684261,0.8202,740.36,0.67,0.21,2,1,45,9880,0.9093296622180518,0.024,40.07196500016476,0.73,87.90475391187518,0.8,63.34,1,9249,Moderate,SYN_SUP_15284,SYN_COM_15284,Synthetic Supplier 15284,Synthetic Commodity 15284
China,Asia-Pacific,3,Agriculture,71.09970093697763,51.54618731514815,59.79312082180482,75.41179412348387,0.5761,606.72,0.66,0.73,0,1,8,28949,0.9225139267334797,0.045,68.19009260708476,1.09,75.96017258049382,0.7,75.91,1,3443,Moderate,SYN_SUP_15285,SYN_COM_15285,Synthetic Supplier 15285,Synthetic Commodity 15285
Japan,Asia-Pacific,2,Agriculture,58.412743220034315,53.23843897894013,89.66613892783813,72.03083440417576,0.6428,690.41,0.44,0.48,2,1,36,10257,0.8675409096187158,0.031,53.76117213308813,0.97,70.8271562819935,0.83,87.91,0,6447,Moderate,SYN_SUP_15286,SYN_COM_15286,Synthetic Supplier 15286,Synthetic Commodity 15286
