Supplier_ID,Supplier_Name,Country,Industry_Sector,ESG_Score,Carbon_Emission_tCO2e,Waste_Management_Score,Water_Usage_m3,Energy_Consumption_MWh,Compliance_Status,Certifications,Lead_Time_Days,Production_Capacity_Units,On_Time_Delivery_Rate,Defect_Rate_Percent,Financial_Stability_Index,Sustainability_Report_Submitted,GHG_Reduction_Target_Percent,Renewable_Energy_Use_Percent,Employee_Training_Hours,Supplier_Tier
S04330,Supplier_4330,Indonesia,Chemicals,76.3,706.72,65.48,14554.24,1641.17,Compliant,ISO 45001,41.82,149168.6,73.11,0.39,0.6,Yes,42.75,90.96,16.51,Tier 1
S04331,Supplier_4331,Indonesia,Chemicals,52.78,4248.97,96.06,43116.73,234.14,Non-Compliant,ISO 14001,57.33,49633.08,78.67,4.01,0.32,Yes,3.53,44.02,80.01,Tier 3
S04332,Supplier_4332,Singapore,Plastics,62.26,4390.81,85.52,63103.91,9012.3,Compliant,None,27.09,63991.74,91.71,1.66,0.69,Yes,4.98,70.57,27.93,Tier 3
S04333,Supplier_4333,China,Metals,46.94,2519.41,35.62,22293.3,7261.72,Compliant,None,92.97,324221.82,82.93,4.19,0.31,Yes,11.09,18.06,62.94,Tier 1
S04334,Supplier_4334,Thailand,Textiles,77.28,2184.44,58.29,37888.96,9831.99,Compliant,ISO 14001,20.77,214682.82,74.33,3.77,0.94,Yes,35.6,55.72,160.8,Tier 2
S04335,Supplier_4335,Indonesia,Textiles,98.0,1096.98,81.62,94700.17,7271.48,Partially Compliant,,29.21,504355.67,69.29,4.26,0.62,No,46.34,37.81,207.59,
S04336,Supplier_4336,Thailand,Electronics,62.07,493.55,73.51,93018.1,1666.53,Non-Compliant,ISO 45001,64.98,235507.97,93.96,4.5,0.43,Yes,38.34,38.37,44.51,Tier 1
S04337,Supplier_4337,China,Plastics,67.34,3764.44,69.87,68795.52,8108.66,Partially Compliant,ISO 9001,37.82,452011.33,94.37,3.67,0.31,Yes,13.13,32.52,186.44,Tier 3
S04338,Supplier_4338,Malaysia,Automotive,51.93,4930.66,44.74,59974.24,9590.42,Partially Compliant,None,39.25,66572.24,99.11,1.35,0.35,Yes,21.35,35.21,179.93,Tier 2
S04339,Supplier_4339,Thailand,FMCG,97.29,2509.05,79.73,14302.26,4377.64,Compliant,ISO 45001,82.19,270968.89,91.71,2.93,0.57,No,33.72,71.36,126.03,Tier 2
S04340,Supplier_4340,India,Textiles,79.92,4631.04,84.75,60680.22,1497.86,Partially Compliant,ISO 14001,63.45,203731.03,84.67,1.83,0.37,Yes,47.81,6.04,49.97,Tier 3
S04341,Supplier_4341,Indonesia,Electronics,50.81,2709.31,100.29,34333.71,4440.9,Non-Compliant,ISO 14001,66.24,84803.28,100.79,0.73,0.52,No,33.33,0.61,109.53,Tier 2
S04342,Supplier_4342,,Automotive,70.97,2166.98,75.77,75360.6,5339.11,Non-Compliant,None,72.62,236091.05,82.4,1.43,0.77,No,15.18,20.18,51.19,Tier 1
S04343,Supplier_4343,Singapore,Electronics,44.41,3228.62,61.38,76806.06,3146.74,,ISO 14001,47.35,171862.42,94.93,0.8,0.63,No,15.43,11.44,19.12,Tier 1
S04344,Supplier_4344,India,Automotive,76.98,2621.99,37.24,46210.4,9432.36,Non-Compliant,ISO 45001,30.28,85034.19,83.72,0.31,0.83,No,2.0,31.75,102.77,Tier 1
S04345,Supplier_4345,India,Plastics,64.79,2196.17,84.33,71158.25,3272.83,Partially Compliant,ISO 14001,64.91,68545.19,72.42,3.45,0.95,No,27.73,81.16,101.94,Tier 2
S04346,Supplier_4346,Singapore,FMCG,71.73,1587.74,59.7,40242.15,5155.73,Partially Compliant,ISO 9001,11.07,180211.95,85.94,1.54,0.57,No,46.25,14.81,118.09,Tier 3
S04347,Supplier_4347,Vietnam,Automotive,77.78,707.73,90.17,90449.12,10046.43,Non-Compliant,ISO 14001,46.58,448530.19,80.23,4.68,0.59,Yes,29.32,37.13,187.16,Tier 3
S04348,Supplier_4348,China,FMCG,64.87,2633.07,48.53,96390.42,3127.2,Partially Compliant,ISO 9001,41.48,245576.98,91.37,4.73,0.36,Yes,49.57,63.67,51.51,Tier 2
S04349,Supplier_4349,Indonesia,Chemicals,85.93,3209.54,33.28,13152.74,1580.85,Non-Compliant,ISO 14001,20.72,447941.83,97.51,1.92,0.68,Yes,26.47,71.89,89.24,Tier 2
S04350,Supplier_4350,India,Metals,55.59,4983.01,73.89,86530.1,8818.78,Non-Compliant,ISO 9001,81.12,18509.17,81.29,1.54,0.79,No,6.76,36.24,154.59,Tier 3
S04351,Supplier_4351,China,FMCG,61.86,1337.97,65.0,75387.59,3751.41,,ISO 9001,94.38,93467.27,78.82,3.35,0.92,Yes,23.59,82.52,90.92,Tier 1
S04352,Supplier_4352,Indonesia,Textiles,59.21,N/A,40.43,53874.31,5966.24,Non-Compliant,ISO 14001,56.47,454286.78,72.85,4.16,0.74,Yes,7.47,9.62,193.81,Tier 2
S04353,Supplier_4353,India,Chemicals,41.99,1112.5,65.27,20462.18,6757.9,Compliant,None,40.15,97131.61,95.65,2.4,0.84,No,45.54,73.51,43.35,Tier 1
S04354,Supplier_4354,Vietnam,Automotive,60.74,1006.57,73.16,46025.05,3195.62,Partially Compliant,,15.53,37183.97,90.0,3.33,0.42,Yes,45.98,98.15,90.06,Tier 1
S04355,Supplier_4355,India,Automotive,92.82,4008.04,91.65,80273.8,8748.05,Non-Compliant,ISO 9001,54.63,402380.48,87.37,1.8,0.37,No,51.45,70.66,91.21,Tier 3
S04356,Supplier_4356,India,Textiles,87.07,3984.13,49.42,55264.64,2491.58,Non-Compliant,None,25.37,191804.39,85.02,2.89,0.47,Yes,36.5,33.84,123.48,
S04357,Supplier_4357,China,Plastics,96.11,3618.44,93.98,58371.81,3812.76,Non-Compliant,None,90.28,402410.72,72.81,4.01,0.75,Yes,1.18,45.95,1.49,Tier 1
S04358,Supplier_4358,India,Textiles,45.21,3240.25,63.34,29884.04,1030.56,Non-Compliant,ISO 45001,73.75,167698.98,76.62,0.48,0.39,Yes,10.19,94.99,79.82,Tier 2
S04359,Supplier_4359,China,Metals,66.09,3725.32,63.4,89915.15,8200.26,Partially Compliant,ISO 14001,78.42,285426.83,74.51,1.83,0.73,Yes,20.65,93.78,173.55,Tier 2
S04360,Supplier_4360,Vietnam,Electronics,56.09,300.9,61.44,67303.5,9884.37,Non-Compliant,ISO 45001,35.52,207921.0,89.47,0.3,0.86,Yes,13.16,43.28,28.02,Tier 3
S04361,Supplier_4361,Indonesia,FMCG,93.65,700.92,81.51,5866.63,3631.29,Compliant,ISO 14001,81.28,182797.27,86.42,1.76,0.62,Yes,20.57,17.79,138.25,Tier 1
S04362,Supplier_4362,India,Textiles,96.88,1571.62,37.59,68565.93,6749.12,Compliant,None,53.95,289730.33,69.33,2.32,0.47,No,38.03,67.45,49.18,Tier 1
S04363,Supplier_4363,China,Chemicals,39.7,2417.81,84.44,69645.98,8920.34,Partially Compliant,ISO 45001,75.72,127108.4,73.78,0.21,0.64,Yes,34.83,71.67,76.48,Tier 2
S04364,Supplier_4364,Singapore,FMCG,39.99,3563.61,31.78,83037.44,373.8,Partially Compliant,None,10.83,34838.67,91.41,5.02,0.55,Yes,43.18,43.83,130.47,Tier 2
S04365,Supplier_4365,China,Automotive,52.05,N/A,75.4,84901.0,6310.04,Non-Compliant,None,59.77,342934.96,90.46,4.26,0.91,Yes,36.51,87.81,123.83,Tier 3
S04366,Supplier_4366,Thailand,Metals,89.75,3731.74,41.07,59840.95,1799.38,Compliant,,92.03,72398.65,86.71,1.59,0.85,No,32.48,13.04,114.78,Tier 2
S04367,Supplier_4367,India,Textiles,77.05,781.49,99.5,11676.72,1536.76,Partially Compliant,ISO 9001,20.88,116076.84,85.14,0.99,0.93,Yes,16.26,52.67,88.39,Tier 2
S04368,Supplier_4368,Vietnam,FMCG,70.13,1784.83,63.45,51367.29,281.62,Non-Compliant,ISO 9001,37.99,231404.53,85.06,2.44,0.53,Yes,9.21,87.21,103.57,Tier 2
S04369,Supplier_4369,Malaysia,Metals,63.53,3486.52,44.51,80477.53,5024.86,Partially Compliant,None,41.83,94442.21,92.62,4.96,0.73,Yes,2.04,47.34,109.28,Tier 1
S04370,Supplier_4370,China,Textiles,89.39,1047.78,66.97,80870.45,6975.27,Partially Compliant,ISO 9001,63.95,347634.98,93.75,4.76,0.54,No,36.13,55.78,169.39,Tier 3
S04371,Supplier_4371,Singapore,Automotive,66.53,1903.4,92.51,56691.39,6287.33,Partially Compliant,ISO 14001,49.28,469836.55,87.27,2.31,0.93,Yes,8.72,11.21,189.81,Tier 3
S04372,Supplier_4372,Malaysia,Chemicals,80.24,3265.37,35.37,34261.4,7265.86,Non-Compliant,None,85.44,277292.51,87.61,3.2,0.46,Yes,8.12,77.22,183.15,Tier 3
S04373,Supplier_4373,Thailand,Plastics,43.06,999.19,44.65,1636.26,9639.85,Compliant,None,34.68,324530.03,90.96,4.52,0.39,Yes,45.29,51.89,179.77,Tier 2
S04374,Supplier_4374,Indonesia,Chemicals,39.67,3139.74,70.36,72647.97,7594.43,Compliant,,15.64,455441.36,75.54,3.49,0.38,Yes,42.69,42.29,50.89,Tier 2
S04375,Supplier_4375,Thailand,Metals,50.54,863.83,67.12,42556.97,9019.34,Partially Compliant,ISO 9001,61.14,512451.75,92.57,3.82,0.69,Yes,46.11,64.59,52.23,Tier 3
S04376,Supplier_4376,Malaysia,FMCG,43.01,2782.02,74.19,81726.82,9708.74,Partially Compliant,None,29.89,238205.21,78.68,4.62,0.69,Yes,14.04,12.63,137.72,Tier 1
S04377,Supplier_4377,Indonesia,Plastics,54.16,4940.46,84.37,28595.79,296.64,,ISO 9001,17.95,287187.43,81.72,0.57,0.87,,27.27,95.83,70.16,Tier 1
S04378,Supplier_4378,Vietnam,Automotive,80.12,1154.9,89.17,50996.21,2334.28,Partially Compliant,ISO 14001,42.31,14051.22,96.83,0.42,0.37,Yes,0.61,55.21,122.05,Tier 3
S04379,Supplier_4379,Thailand,FMCG,51.13,1296.08,79.58,44282.48,9272.15,Non-Compliant,None,11.12,182928.73,95.09,3.59,0.52,Yes,3.15,36.69,113.83,Tier 2
S04380,Supplier_4380,Vietnam,Plastics,73.43,2453.18,61.72,97163.97,2796.29,Partially Compliant,ISO 14001,11.76,304880.48,91.81,1.79,0.32,Yes,2.31,1.81,132.29,Tier 2
S04381,Supplier_4381,Vietnam,,39.91,3887.44,78.55,22313.3,7884.44,Partially Compliant,ISO 45001,11.79,461467.74,82.72,1.79,0.3,Yes,26.58,12.22,88.18,Tier 1
S04382,Supplier_4382,Malaysia,Electronics,62.63,4663.12,46.54,50715.39,8556.63,Partially Compliant,ISO 45001,67.08,367863.86,78.15,4.45,0.59,No,6.86,37.64,103.02,Tier 2
S04383,Supplier_4383,China,Metals,91.18,1676.97,90.48,80161.49,3844.0,Compliant,ISO 9001,75.94,442809.01,90.68,3.11,0.97,Yes,33.54,96.66,110.97,Tier 2
S04384,Supplier_4384,Vietnam,Plastics,73.22,1445.12,63.56,42571.12,7043.72,Compliant,ISO 9001,21.35,488552.34,101.6,2.32,0.78,Yes,44.05,37.93,127.62,Tier 3
S04385,Supplier_4385,Thailand,FMCG,81.24,2700.64,83.49,81319.71,3056.0,Compliant,ISO 14001,18.39,85434.73,80.66,3.6,0.88,,36.95,10.39,80.25,Tier 3
S04386,Supplier_4386,China,Automotive,74.78,4396.54,35.41,17897.69,9297.35,Non-Compliant,None,93.07,417986.87,81.38,0.66,0.52,No,7.22,17.49,31.94,Tier 1
S04387,Supplier_4387,Indonesia,Chemicals,81.78,1411.07,77.15,18329.96,242.47,Partially Compliant,ISO 9001,48.4,172238.83,68.9,4.76,0.98,Yes,36.62,97.96,70.01,Tier 1
S04388,Supplier_4388,,Electronics,58.58,1403.54,52.47,57249.85,4173.2,Partially Compliant,ISO 9001,17.42,350766.96,75.02,1.5,0.45,No,27.01,46.29,137.59,Tier 1
S04389,Supplier_4389,China,Electronics,52.81,3029.44,85.55,99032.03,9568.49,Compliant,ISO 14001,56.09,268841.98,78.5,1.95,0.96,No,12.71,14.1,162.24,Tier 2
S04390,Supplier_4390,,FMCG,86.96,4503.08,64.06,12520.88,536.38,,None,54.09,408097.88,88.47,4.58,0.87,Yes,8.55,52.51,167.19,Tier 1
S04391,Supplier_4391,India,FMCG,63.98,3924.73,47.95,4742.82,4600.56,Non-Compliant,,48.23,264051.92,81.26,0.25,0.37,No,7.61,54.6,32.55,Tier 2
S04392,Supplier_4392,Thailand,Automotive,46.59,N/A,52.6,2796.35,1067.8,,ISO 45001,30.0,97070.4,78.94,4.14,0.59,No,22.76,77.81,145.69,Tier 1
S04393,Supplier_4393,Thailand,Plastics,90.08,1878.91,40.15,10940.53,1994.36,Partially Compliant,ISO 9001,5.03,145585.79,82.09,0.7,0.56,Yes,17.0,22.2,141.65,Tier 1
S04394,Supplier_4394,,Chemicals,50.01,2941.59,97.89,26495.57,7841.1,Partially Compliant,None,59.16,373736.58,81.93,3.92,0.98,Yes,14.37,60.34,1.16,Tier 3
S04395,Supplier_4395,Vietnam,Textiles,93.77,3136.83,53.41,8530.6,8023.88,Compliant,ISO 14001,51.46,451727.98,69.85,1.72,0.53,Yes,17.65,6.46,189.41,Tier 3
S04396,Supplier_4396,Malaysia,,74.73,1884.97,51.11,70698.97,3084.33,Partially Compliant,ISO 14001,25.23,6028.91,98.07,0.63,0.67,No,1.4,21.94,50.71,
S04397,Supplier_4397,Indonesia,,84.27,3334.34,75.09,90655.65,7798.65,Non-Compliant,None,55.7,90002.47,96.74,1.91,0.97,No,4.25,98.14,75.67,Tier 3
S04398,Supplier_4398,Vietnam,FMCG,N/A,3169.95,85.48,78458.47,5411.42,Non-Compliant,ISO 9001,23.72,223692.67,79.87,4.27,0.71,No,42.12,95.51,198.14,Tier 3
S04399,Supplier_4399,Malaysia,Textiles,81.1,842.06,48.94,58415.44,9131.2,Partially Compliant,None,81.72,183790.31,79.54,2.87,0.56,Yes,23.96,5.64,99.58,Tier 1
S04400,Supplier_4400,Singapore,,92.29,320.91,90.2,35149.47,325.48,Partially Compliant,ISO 9001,85.7,42138.68,90.83,4.55,0.99,No,37.8,69.07,29.17,Tier 3
S04401,Supplier_4401,Vietnam,Automotive,70.42,2152.34,97.62,30007.62,9274.83,,None,67.34,327816.32,93.41,4.53,0.89,,39.31,32.98,30.82,Tier 3
S04402,Supplier_4402,Singapore,Chemicals,63.01,4028.19,74.59,38733.44,3056.17,Compliant,ISO 9001,17.07,203586.22,74.5,4.12,0.4,No,15.14,90.32,101.27,Tier 2
S04403,Supplier_4403,Thailand,Chemicals,55.65,4488.2,72.18,17658.24,7889.4,Partially Compliant,ISO 45001,15.67,271132.27,94.6,1.12,0.94,Yes,14.88,78.81,127.42,Tier 2
S04404,Supplier_4404,Singapore,Chemicals,91.92,N/A,57.04,84590.21,3438.24,Partially Compliant,ISO 45001,82.36,148857.71,81.75,1.14,0.65,No,6.86,78.52,5.73,Tier 2
S04405,Supplier_4405,Singapore,Textiles,44.45,5203.09,38.49,98621.96,7525.88,Partially Compliant,ISO 14001,83.69,27731.71,80.75,1.69,0.79,No,13.68,3.57,53.23,Tier 3
S04406,Supplier_4406,Indonesia,Automotive,77.52,3488.37,67.99,43015.29,5139.34,Non-Compliant,ISO 9001,13.22,387951.11,72.31,4.83,0.84,No,41.98,43.29,79.99,
S04407,Supplier_4407,India,Electronics,51.56,220.56,N/A,99660.22,6297.01,Non-Compliant,ISO 14001,64.28,377663.44,68.22,0.69,0.37,Yes,11.42,85.45,144.18,Tier 1
S04408,Supplier_4408,Malaysia,Automotive,64.3,4324.6,49.69,10967.58,855.53,Partially Compliant,None,20.01,15161.12,74.65,4.26,0.4,No,21.01,71.84,120.93,Tier 2
S04409,Supplier_4409,India,Textiles,52.36,1492.2,78.75,13934.37,2241.71,Partially Compliant,ISO 14001,16.32,89985.67,95.53,1.42,0.33,Yes,45.22,54.12,49.65,Tier 3
S04410,Supplier_4410,Malaysia,FMCG,50.27,1641.48,50.0,85343.81,7909.05,Non-Compliant,ISO 45001,51.75,251709.51,74.14,1.65,0.66,Yes,20.79,65.42,13.03,Tier 3
S04411,Supplier_4411,Thailand,FMCG,90.42,2055.58,79.06,74372.3,8720.78,Partially Compliant,ISO 9001,6.63,302798.19,75.75,0.19,0.39,No,30.43,50.82,83.26,Tier 3
S04412,Supplier_4412,,Metals,N/A,1257.05,82.54,74175.26,2600.43,Non-Compliant,None,18.65,274340.61,81.04,4.9,0.47,No,3.3,90.72,41.36,Tier 3
S04413,Supplier_4413,Malaysia,FMCG,78.16,1899.28,72.46,41763.5,7862.39,Compliant,ISO 14001,57.09,271329.17,95.98,2.4,0.84,,21.93,71.88,151.58,Tier 1
S04414,Supplier_4414,Thailand,FMCG,81.4,2987.89,68.25,25179.27,2506.91,Partially Compliant,ISO 14001,55.54,57128.96,95.71,0.24,0.32,Yes,9.62,8.94,155.34,Tier 2
S04415,Supplier_4415,India,Electronics,89.53,581.2,42.48,34477.89,9112.64,Partially Compliant,ISO 45001,40.79,6866.04,71.81,3.09,0.68,No,19.93,97.9,71.17,Tier 3
S04416,Supplier_4416,Indonesia,Automotive,89.27,3804.52,53.25,53585.68,5580.6,Non-Compliant,None,69.44,169557.08,84.14,2.92,0.45,No,18.55,78.56,183.26,Tier 1
S04417,Supplier_4417,China,Metals,57.35,912.64,53.18,53350.3,8237.0,Non-Compliant,None,6.09,3917.26,94.61,4.23,0.95,Yes,0.74,83.7,53.27,Tier 2
S04418,Supplier_4418,,Electronics,72.62,3145.49,N/A,67042.34,5123.35,Non-Compliant,None,74.29,469293.04,88.83,3.12,0.81,Yes,14.02,97.89,63.7,Tier 2
S04419,Supplier_4419,India,Textiles,41.78,1576.26,62.71,31957.34,8161.62,Non-Compliant,ISO 14001,76.69,217796.7,96.25,2.71,0.64,No,38.43,84.08,138.36,Tier 1
S04420,Supplier_4420,Singapore,Textiles,89.82,2526.11,65.37,19578.45,4635.12,Partially Compliant,ISO 45001,22.24,266953.08,94.34,4.65,0.95,Yes,47.59,33.58,168.92,Tier 1
S04421,Supplier_4421,China,Textiles,95.95,1502.17,53.8,35976.57,9835.65,Non-Compliant,None,51.67,302579.34,75.55,1.68,0.43,No,5.39,66.29,15.62,Tier 2
S04422,Supplier_4422,India,Electronics,89.08,1112.12,67.97,21889.68,5442.56,Compliant,ISO 45001,11.96,291516.53,75.71,1.11,0.94,No,30.62,67.24,83.55,Tier 2
S04423,Supplier_4423,Vietnam,Textiles,78.38,3405.45,43.03,46058.33,8747.45,,None,21.39,72257.33,97.61,0.9,0.64,Yes,17.61,27.34,65.65,Tier 3
S04424,Supplier_4424,China,Textiles,83.75,4536.93,52.21,7745.19,9154.06,Partially Compliant,None,67.75,335082.76,96.6,0.34,0.36,Yes,45.08,21.73,135.77,Tier 2
S04425,Supplier_4425,India,FMCG,N/A,1272.07,68.55,55783.21,7933.3,Non-Compliant,None,33.47,283564.5,72.73,3.54,0.47,Yes,51.63,88.01,115.9,Tier 3
S04426,Supplier_4426,India,Metals,89.51,2861.22,55.12,43103.06,3147.58,Non-Compliant,None,66.36,318076.79,91.05,4.68,0.62,No,44.61,59.69,125.42,Tier 3
S04427,Supplier_4427,Malaysia,Textiles,47.41,1765.8,76.72,54841.35,6679.81,Non-Compliant,ISO 45001,68.88,31605.26,73.47,3.97,0.49,,23.11,90.43,53.68,Tier 3
S04428,Supplier_4428,Indonesia,Electronics,62.9,1558.67,74.65,9848.07,3270.26,Partially Compliant,,5.26,232782.95,70.55,1.14,0.7,Yes,20.77,78.23,10.91,
S04429,Supplier_4429,Indonesia,Textiles,51.16,3272.16,73.22,21300.43,9497.74,,ISO 9001,36.16,208341.0,68.81,4.15,0.87,No,39.21,97.92,137.86,Tier 1
S04430,Supplier_4430,Thailand,Chemicals,56.92,2021.83,37.04,76654.04,1418.97,Partially Compliant,ISO 45001,24.27,429994.47,98.21,2.76,0.55,No,37.42,29.96,200.19,Tier 1
S04431,Supplier_4431,China,Plastics,55.55,1427.31,35.99,22289.36,2549.64,Partially Compliant,ISO 14001,55.99,64067.91,85.12,3.0,0.36,No,13.91,91.87,147.21,Tier 1
S04432,Supplier_4432,Indonesia,Automotive,41.71,1388.92,64.65,4628.49,9582.14,Partially Compliant,ISO 9001,39.34,47635.14,75.74,2.38,0.84,No,4.24,90.36,173.76,Tier 1
S04433,Supplier_4433,Vietnam,Chemicals,78.48,2859.86,98.84,42697.48,6691.31,Non-Compliant,ISO 45001,33.31,80928.5,80.66,2.21,0.96,No,1.46,93.16,97.87,Tier 3
S04434,Supplier_4434,Singapore,Automotive,54.5,2129.62,93.53,75791.38,645.08,Partially Compliant,ISO 45001,26.72,61566.23,76.64,0.43,0.36,Yes,16.23,12.6,180.48,Tier 1
S04435,Supplier_4435,Singapore,FMCG,44.85,4355.4,92.32,68213.0,6715.45,Compliant,ISO 9001,63.29,382801.18,86.19,3.74,0.31,Yes,38.78,1.36,130.11,Tier 3
S04436,Supplier_4436,Malaysia,Electronics,40.64,4444.68,93.41,63353.18,7186.22,Non-Compliant,ISO 14001,86.99,35334.84,93.53,2.37,0.78,No,40.4,79.66,65.04,Tier 1
S04437,Supplier_4437,Singapore,Chemicals,75.23,2920.2,81.33,2461.97,9258.77,Partially Compliant,ISO 14001,80.6,369001.17,86.21,1.83,0.51,No,13.71,2.84,86.9,Tier 2
S04438,Supplier_4438,Malaysia,Chemicals,92.5,3676.23,33.96,71430.11,8224.08,Compliant,ISO 9001,6.32,252446.22,83.73,0.9,0.78,No,6.54,99.28,164.02,Tier 3
S04439,Supplier_4439,Vietnam,,48.02,2633.91,89.91,95867.68,117.32,Compliant,ISO 9001,74.82,61702.41,68.97,3.61,0.53,Yes,12.38,13.46,102.59,Tier 2
S04440,Supplier_4440,Indonesia,Textiles,54.02,2281.26,38.6,19327.5,8845.84,Non-Compliant,ISO 9001,55.8,122944.79,98.5,3.2,0.36,Yes,21.92,10.95,146.55,Tier 3
S04441,Supplier_4441,India,Electronics,39.91,2096.53,38.9,28205.91,5946.26,,ISO 14001,37.21,146477.91,89.36,2.08,0.86,Yes,14.83,69.67,158.14,Tier 2
S04442,Supplier_4442,Vietnam,Automotive,73.39,4545.21,81.33,87814.25,4309.66,Compliant,ISO 14001,47.76,234407.76,90.73,0.8,0.58,Yes,37.27,57.43,122.41,Tier 1
S04443,Supplier_4443,China,Electronics,87.88,3759.4,31.64,52709.83,738.53,Compliant,ISO 14001,17.81,17540.82,74.78,2.21,0.44,No,17.18,72.51,134.97,Tier 3
S04444,Supplier_4444,Vietnam,Metals,60.65,4465.37,103.58,34364.15,690.84,Partially Compliant,ISO 9001,74.46,151878.9,73.99,0.69,0.32,Yes,10.79,7.91,86.46,Tier 1
S04445,Supplier_4445,Indonesia,Electronics,87.99,4316.19,51.11,13682.13,966.18,Partially Compliant,None,70.47,72104.81,73.46,1.43,0.88,No,41.98,93.49,3.19,Tier 3
S04446,Supplier_4446,India,,56.63,2310.49,58.49,100365.98,1201.28,Partially Compliant,ISO 9001,28.03,113614.15,76.89,4.21,0.89,Yes,16.97,86.81,37.51,Tier 2
S04447,Supplier_4447,Thailand,Chemicals,67.67,3210.15,51.98,74552.81,6347.75,Partially Compliant,None,66.66,112742.12,77.78,4.63,0.52,No,12.9,26.54,70.47,Tier 3
S04448,Supplier_4448,Thailand,Chemicals,57.48,3442.02,81.95,2493.66,9091.02,Compliant,None,30.13,364925.47,81.08,1.58,0.45,No,46.49,58.91,164.12,Tier 2
S04449,Supplier_4449,Vietnam,Electronics,76.07,1472.34,36.4,71895.41,9338.03,Compliant,ISO 9001,34.23,98076.83,83.89,0.62,0.54,Yes,15.96,93.6,48.95,Tier 3
S04450,Supplier_4450,China,Chemicals,46.15,1122.17,70.9,38932.75,406.82,Compliant,None,10.91,77108.27,94.26,3.22,0.78,Yes,7.2,17.82,204.83,Tier 2
S04451,Supplier_4451,Indonesia,Automotive,59.54,115.81,77.18,16532.21,3378.79,Partially Compliant,ISO 14001,21.9,267731.44,80.64,4.04,0.9,No,26.51,23.51,72.62,Tier 2
S04452,Supplier_4452,Singapore,Textiles,N/A,2024.57,78.16,21912.44,4768.62,Non-Compliant,None,10.31,6242.43,74.65,2.09,0.48,Yes,47.55,69.19,35.19,Tier 1
S04453,Supplier_4453,Singapore,Chemicals,40.52,2665.14,74.11,64082.68,8263.9,Partially Compliant,None,77.39,285641.51,73.32,2.75,0.6,Yes,8.08,21.43,136.1,Tier 1
S04454,Supplier_4454,Thailand,Chemicals,87.52,4990.9,73.2,79926.88,5004.0,Partially Compliant,ISO 9001,45.38,71753.78,97.16,2.2,0.56,Yes,34.64,51.25,93.18,Tier 2
S04455,Supplier_4455,Singapore,Textiles,66.53,3606.43,41.35,6166.1,6465.74,Partially Compliant,None,40.18,379426.96,68.17,1.65,0.8,No,24.12,92.48,101.16,Tier 1
S04456,Supplier_4456,Malaysia,Automotive,66.0,1927.01,77.93,39690.7,5329.8,Compliant,ISO 9001,54.2,256423.3,82.43,4.6,0.6,No,41.52,2.89,175.6,Tier 1
S04457,Supplier_4457,India,Chemicals,96.36,1924.36,59.94,69310.71,9987.58,Non-Compliant,None,61.08,239134.18,81.84,4.3,0.42,No,46.22,79.36,20.13,Tier 2
S04458,Supplier_4458,China,Metals,78.12,1974.11,30.93,66649.29,1635.79,Partially Compliant,ISO 14001,77.92,181533.9,84.59,3.18,0.81,No,37.37,50.15,117.56,Tier 1
S04459,Supplier_4459,Indonesia,Automotive,61.36,1399.64,63.45,29925.65,7878.3,Non-Compliant,ISO 14001,81.26,20349.84,72.71,0.32,0.84,No,8.66,36.53,177.09,Tier 2
S04460,Supplier_4460,Malaysia,Electronics,70.55,407.76,52.08,72118.19,3586.55,Partially Compliant,None,40.59,161911.8,70.82,1.92,0.65,No,36.41,40.51,1.02,Tier 3
S04461,Supplier_4461,Malaysia,Electronics,62.33,2319.86,52.82,94217.45,3554.12,Compliant,ISO 45001,59.68,110078.16,80.28,0.5,0.68,,32.84,72.57,25.44,Tier 1
S04462,Supplier_4462,India,,74.03,2862.82,61.67,73477.35,7414.21,Non-Compliant,ISO 45001,6.77,234721.22,94.32,3.11,0.94,Yes,28.2,8.0,167.88,Tier 2
S04463,Supplier_4463,Singapore,Textiles,52.99,3882.57,63.58,49009.27,2795.79,Non-Compliant,ISO 45001,39.95,452659.85,89.71,4.32,0.91,No,13.65,42.56,194.89,Tier 1
S04464,Supplier_4464,Thailand,Chemicals,80.63,2509.07,72.46,27538.8,3075.42,Partially Compliant,None,60.77,162209.84,93.38,2.88,0.56,No,21.76,98.78,108.31,Tier 2
S04465,Supplier_4465,Indonesia,Textiles,N/A,4465.51,47.32,51095.94,7667.31,Partially Compliant,ISO 9001,70.79,440875.05,98.43,2.3,0.69,Yes,17.16,102.42,33.53,Tier 1
S04466,Supplier_4466,China,Plastics,65.27,841.03,99.92,53962.66,6473.37,Non-Compliant,ISO 45001,84.04,419756.56,77.15,0.45,0.34,No,4.94,35.67,158.17,Tier 3
S04467,Supplier_4467,India,FMCG,68.89,2955.52,36.2,1081.93,3561.12,Non-Compliant,ISO 14001,82.34,464461.36,99.7,3.7,0.91,Yes,12.94,20.76,53.21,Tier 2
S04468,Supplier_4468,India,Metals,53.4,N/A,99.63,62749.93,5939.8,Partially Compliant,ISO 9001,8.43,9490.87,82.74,3.19,0.99,No,14.33,64.54,126.72,Tier 1
S04469,Supplier_4469,China,Metals,82.87,2456.11,62.76,3716.05,7686.41,Partially Compliant,ISO 9001,71.82,328805.19,73.99,2.92,0.51,No,3.45,42.33,177.86,Tier 2
